Sample Site,Site Code,Species Code,Species Latin,Species Common,DBH (2020):,DBH Round,Latitude,Longitude,Index
HERBERT-OUTERBRIDGE,P4,TACA,Taxus Canadensis,Canadian Yew,31.1,31,45.4653602,-73.6272866,516
HERBERT-OUTERBRIDGE,P4,MABA,Malus Baccata,Crab Apple,31.1,31,45.465468,-73.627454,517
HERBERT-OUTERBRIDGE,P4,MABA,Malus Baccata,Crab Apple,31.3,31,45.465695,-73.627388,518
HERBERT-OUTERBRIDGE,P4,PIPU,Picea Pungens,Glauca Blue Spruce,31.8,32,45.465666,-73.62716,519
HERBERT-OUTERBRIDGE,P4,PIPU,Picea Pungens,Glauca Blue Spruce,32.1,32,45.465628,-73.627188,520
HERBERT-OUTERBRIDGE,P4,MABA,Malus Baccata,Crab Apple,33,33,45.465527,-73.627437,521
HERBERT-OUTERBRIDGE,P4,ULPU,Ulmus Pumila,Siberian Elm,34.5,35,45.4652342,-73.6272265,522
HERBERT-OUTERBRIDGE,P4,ULPU,Ulmus Pumila,Siberian Elm,36.7,37,45.465272,-73.6272007,523
HERBERT-OUTERBRIDGE,P4,FRPE,Fraxinus Pennsylvanica,Red Ash,39.4,39,45.465408,-73.627707,524
HERBERT-OUTERBRIDGE,P4,FRPE,Fraxinus Pennsylvanica,Red Ash,39.5,40,45.465711,-73.626941,525
HERBERT-OUTERBRIDGE,P4,TACA,Taxus Canadensis,Canadian Yew,47.3,47,45.4653496,-73.6272912,526
HERBERT-OUTERBRIDGE,P4,FRPE,Fraxinus Pennsylvanica,Red Ash,48.8,49,45.465751,-73.627038,527
HERBERT-OUTERBRIDGE,P4,TACA,Taxus Canadensis,Canadian Yew,51.4,51,45.4653776,-73.6272762,528
HERBERT-OUTERBRIDGE,P4,PIPU,Picea Pungens,Glauca Blue Spruce,52.4,52,45.465423,-73.627261,529
HERBERT-OUTERBRIDGE,P4,TACA,Taxus Canadensis,Canadian Yew,56.1,56,45.4653828,-73.6272661,530
HERBERT-OUTERBRIDGE,P4,ULPU,Ulmus Pumila,Siberian Elm,78.6,79,45.465281,-73.627141,531
HERBERT-OUTERBRIDGE,P4,ULPU,Ulmus Pumila,Siberian Elm,87.9,88,45.465214,-73.627198,532
LOYOLA,P5,ACRU,Acer Rubrum,Red Maple,4.5,5,45.4614753,-73.6452198,533
LOYOLA,P5,GLTR,Gleditsia Triacanthos,Common Honeylocust,4.5,5,45.4615106,-73.6450411,534
LOYOLA,P5,QURU,Quercus Rubra,Red Oak,4.7,5,45.4611266,-73.6450756,535
LOYOLA,P5,GLTR,Gleditsia Triacanthos,Common Honeylocust,4.7,5,45.461231,-73.6446746,536
LOYOLA,P5,GIBI,Ginkgo Biloba,Maidenhair Tree,4.8,5,45.460823,-73.647308,537
LOYOLA,P5,QURU,Quercus Rubra,Red Oak,4.8,5,45.4609864,-73.6447491,538
LOYOLA,P5,ACFR,Acer Freemannii 'Autumn Blaze',Freeman Maple 'Autumn Blaze',4.8,5,45.460993,-73.6449412,539
LOYOLA,P5,ACFR,Acer Freemannii,Freeman Maple,4.9,5,45.46146,-73.6449512,540
LOYOLA,P5,COCO,Corylus Colurna,Turkish Filbert,4.9,5,45.461964,-73.645395,541
LOYOLA,P5,GLTR,Gleditsia Triacanthos,Common Honeylocust,5,5,45.4609673,-73.6449962,542
LOYOLA,P5,QURU,Quercus Rubra,Red Oak,5,5,45.4609824,-73.6455484,543
LOYOLA,P5,GLTR,Gleditsia Triacanthos,Common Honeylocust,5,5,45.4613097,-73.6453482,544
LOYOLA,P5,QURU,Quercus Rubra,Red Oak,5,5,45.4613565,-73.6449751,545
LOYOLA,P5,GIBI,Ginkgo Biloba,Maidenhair Tree,5.1,5,45.460859,-73.647386,546
LOYOLA,P5,GLTR,Gleditsia Triacanthos,Common Honeylocust,5.1,5,45.4612674,-73.6448443,547
LOYOLA,P5,COCO,Corylus Colurna,Turkish Filbert,5.2,5,45.461977,-73.645561,548
LOYOLA,P5,VILE,Viburnum Lentago,Nannyberry,5.3,5,45.4608888,-73.646295,549
LOYOLA,P5,VILE,Viburnum Lentago,Nannyberry,5.4,5,45.4608333,-73.6462136,550
LOYOLA,P5,VILE,Viburnum Lentago,Nannyberry,5.7,6,45.4608201,-73.6461093,551
LOYOLA,P5,JUNI,Juglans Nigra,Eastern Black Walnut,5.7,6,45.461732,-73.646816,552
LOYOLA,P5,ACPL,Acer Platanoides 'Deborah',Deborah Norway Maple,5.7,6,45.461867,-73.64452,553
LOYOLA,P5,TICO,Tilia Cordata,Littleleaf European Linden,6,6,45.4612528,-73.6449372,554
LOYOLA,P5,PRVISC,Prunus Virginiana 'Schubert',Schubert's Chokecherry,6.1,6,45.46127,-73.647487,555
LOYOLA,P5,PRVISC,Prunus Virginiana 'Canada Red',Canada Red Chokecherry,6.2,6,45.462201,-73.64688,556
LOYOLA,P5,ACPL,Acer Platanoides 'Deborah',Deborah Norway Maple,6.5,7,45.461378,-73.644336,557
LOYOLA,P5,ACPL,Acer Platanoides 'Deborah',Deborah Norway Maple,6.6,7,45.461138,-73.644524,558
LOYOLA,P5,PYCA,Pyrus Calleryana 'Glen's Form',Pyrus calleryana Chantecleer,7.5,8,45.460758,-73.646835,559
LOYOLA,P5,VILE,Viburnum Lentago,Nannyberry,7.5,8,45.4608324,-73.6462105,560
LOYOLA,P5,VILE,Viburnum Lentago,Nannyberry,7.7,8,45.4608865,-73.6463101,561
LOYOLA,P5,CEOC,Celtis Occidentalis,Common Hackberry,7.7,8,45.461173,-73.647457,562
LOYOLA,P5,COCO,Corylus Colurna,Turkish Filbert,7.7,8,45.461555,-73.647523,563
LOYOLA,P5,ACFR,Acer Freemannii,Freeman Maple,7.7,8,45.461726,-73.6450076,564
LOYOLA,P5,COCO,Corylus Colurna,Turkish Filbert,7.9,8,45.461593,-73.647542,565
LOYOLA,P5,GLTR,Gleditsia Triacanthos,Common Honeylocust,8,8,45.4609478,-73.6446696,566
LOYOLA,P5,VILE,Viburnum Lentago,Nannyberry,8.2,8,45.460827,-73.6462146,567
LOYOLA,P5,PRVISC,Prunus Virginiana 'Schubert',Schubert's Chokecherry,8.4,8,45.462068,-73.645232,568
LOYOLA,P5,COCO,Corylus Colurna,Turkish Filbert,8.5,9,45.461638,-73.647491,569
LOYOLA,P5,PRVISC,Prunus Virginiana 'Schubert',Schubert's Chokecherry,8.5,9,45.461996,-73.645291,570
LOYOLA,P5,COCO,Corylus Colurna,Turkish Filbert,8.7,9,45.461657,-73.64743,571
LOYOLA,P5,COCO,Corylus Colurna,Turkish Filbert,8.9,9,45.461594,-73.647483,572
LOYOLA,P5,ACPL,Acer Platanoides,Acer Platanoides 'Emerald Lustre',9,9,45.462683,-73.646444,573
LOYOLA,P5,PIAB,Picea Abies,Norway Spruce,9.1,9,45.462228,-73.646396,574
LOYOLA,P5,ULLA,Ulmus Laevis,White Elm,9.2,9,45.4601572,-73.6453351,575
LOYOLA,P5,VILE,Viburnum Lentago,Nannyberry,9.2,9,45.4609401,-73.6463939,576
LOYOLA,P5,ULMI,Ulmus x 'Morton Plainsman',Vanguard Elm,9.3,9,45.461005,-73.647728,577
LOYOLA,P5,GLTR,Gleditsia Triacanthos,Common Honeylocust,9.3,9,45.4619106,-73.6447082,578
LOYOLA,P5,ULMI,Ulmus x 'Morton Plainsman',Vanguard Elm,9.4,9,45.460102,-73.645219,579
LOYOLA,P5,BENI,Betula Nigra,River Birch,9.6,10,45.463017,-73.645926,580
LOYOLA,P5,SYRE,Syringa Reticulata,Japanese Tree Lilac,9.7,10,45.460727,-73.646961,581
LOYOLA,P5,GLTR,Gleditsia Triacanthos 'Street Keeper',Gleditsia triacanthos 'Street Keeper',9.7,10,45.460776,-73.646721,582
LOYOLA,P5,ULAM,Ulmus Americana,American Elm,9.9,10,45.460897,-73.6463728,583
LOYOLA,P5,ULMI,Ulmus Davidiana 'Discovery',Davidiana Elm,10,10,45.461023,-73.646607,584
LOYOLA,P5,CEOC,Celtis Occidentalis,Common Hackberry,10,10,45.461225,-73.647202,585
LOYOLA,P5,CEOC,Celtis Occidentalis,Common Hackberry,10.1,10,45.460996,-73.6445754,586
LOYOLA,P5,GLTR,Gleditsia Triacanthos,Common Honeylocust,10.1,10,45.4617707,-73.6442341,587
LOYOLA,P5,VILE,Viburnum Lentago,Nannyberry,10.2,10,45.4609041,-73.64629,588
LOYOLA,P5,TICO,Tilia Cordata,Littleleaf European Linden,10.2,10,45.4612415,-73.6447565,589
LOYOLA,P5,JUNI,Juglans Nigra,Eastern Black Walnut,10.2,10,45.461658,-73.64705,590
LOYOLA,P5,VILE,Viburnum Lentago,Nannyberry,10.3,10,45.4608775,-73.6463614,591
LOYOLA,P5,ULAM,Ulmus Americana,American Elm,10.3,10,45.4609156,-73.6463078,592
LOYOLA,P5,ULAM,Ulmus Americana,American Elm,10.3,10,45.4609394,-73.6463597,593
LOYOLA,P5,ULMI,Ulmus x 'Morton Plainsman',Vanguard Elm,10.3,10,45.46096,-73.647628,594
LOYOLA,P5,CEOC,Celtis Occidentalis,Common Hackberry,10.3,10,45.461263,-73.647341,595
LOYOLA,P5,TICO,Tilia Cordata,Littleleaf European Linden,10.3,10,45.4617431,-73.6450823,596
LOYOLA,P5,PRVISC,Prunus Virginiana 'Schubert',Schubert's Chokecherry,10.4,10,45.461966,-73.645174,597
LOYOLA,P5,QUMA,Quercus Macrocarpa,Bur Oak,10.4,10,45.46283,-73.646156,598
LOYOLA,P5,GLTR,Gleditsia Triacanthos 'Skyline',Skyline Honey-Locust,10.5,11,45.46214,-73.644456,599
LOYOLA,P5,CEOC,Celtis Occidentalis,Common Hackberry,10.6,11,45.461353,-73.647277,600
LOYOLA,P5,ULMI,Ulmus x 'Morton Plainsman',Vanguard Elm,10.7,11,45.461039,-73.647815,601
LOYOLA,P5,ULXXFR,Ulmus 'Frontier',Frontier Elm,11,11,45.460667,-73.646906,602
LOYOLA,P5,LALA,Larix Laricina,Tamarack,11,11,45.46104,-73.64766,603
LOYOLA,P5,JUNI,Juglans Nigra,Eastern Black Walnut,11,11,45.461525,-73.647072,604
LOYOLA,P5,GLTR,Gleditsia Triacanthos 'Skyline',Skyline Honey-Locust,11.1,11,45.462079,-73.644508,605
LOYOLA,P5,QUBI,Quercus Bicolor,Swamp White Oak,11.2,11,45.4615033,-73.6443011,606
LOYOLA,P5,ULMI,Ulmus Davidiana 'Discovery',Davidiana Elm,11.4,11,45.460976,-73.646571,607
LOYOLA,P5,QUBI,Quercus Bicolor,Swamp White Oak,11.4,11,45.4616463,-73.6442408,608
LOYOLA,P5,CEOC,Celtis Occidentalis,Common Hackberry,11.5,12,45.4609864,-73.6446193,609
LOYOLA,P5,TICO,Tilia Cordata,Littleleaf European Linden,11.5,12,45.4617979,-73.6443236,610
LOYOLA,P5,ULAM,Ulmus Americana,American Elm,11.6,12,45.4608959,-73.6462535,611
LOYOLA,P5,CEOC,Celtis Occidentalis,Common Hackberry,11.6,12,45.4609673,-73.6446307,612
LOYOLA,P5,ULXXFR,Ulmus 'Frontier',Frontier Elm,11.9,12,45.460692,-73.646967,613
LOYOLA,P5,TICO,Tilia Cordata,Littleleaf European Linden,12,12,45.461619,-73.6450639,614
LOYOLA,P5,TICO,Tilia Cordata,Littleleaf European Linden,12,12,45.4618995,-73.6450129,615
LOYOLA,P5,GYDI,Gymnocladus Dioicus,Kentucky Coffee Tree,12,12,45.461933,-73.64573,616
LOYOLA,P5,VILE,Viburnum Lentago,Nannyberry,12.6,13,45.4609149,-73.6463178,617
LOYOLA,P5,ACTA,Acer Tataricum,Tatarian Maple,12.7,13,45.462441,-73.64688,618
LOYOLA,P5,JUNI,Juglans Nigra,Eastern Black Walnut,12.8,13,45.461618,-73.646922,619
LOYOLA,P5,GLTR,Gleditsia Triacanthos 'Skyline',Skyline Honey-Locust,12.8,13,45.462017,-73.644558,620
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,12.9,13,45.4609006,-73.6465572,621
LOYOLA,P5,QUBI,Quercus Bicolor,Swamp White Oak,13.1,13,45.4616771,-73.6441898,622
LOYOLA,P5,GYDI,Gymnocladus Dioicus,Kentucky Coffee Tree,13.2,13,45.461939,-73.645572,623
LOYOLA,P5,CGPU,Crataegus Punctata,Dotted Hawthorn,13.2,13,45.46224,-73.646765,624
LOYOLA,P5,CACA,Carpinus Caroliniana,Blue Beech,13.4,13,45.460727,-73.646851,625
LOYOLA,P5,GYDI,Gymnocladus Dioicus,Kentucky Coffee Tree,13.4,13,45.461961,-73.645647,626
LOYOLA,P5,JUNI,Juglans Nigra,Eastern Black Walnut,14,14,45.461609,-73.647149,627
LOYOLA,P5,PIAB,Picea Abies,Norway Spruce,14,14,45.462759,-73.646148,628
LOYOLA,P5,THOC,Thuja Occidentalis,Eastern White Cedar,14.1,14,45.4605805,-73.6465612,629
LOYOLA,P5,GYDI,Gymnocladus Dioicus,Kentucky Coffee Tree,14.5,15,45.461329,-73.647581,630
LOYOLA,P5,PNSY,Pinus Sylvestris,Scots Pine,14.9,15,45.462353,-73.64633,631
LOYOLA,P5,ACTA,Acer Tataricum,Tatarian Maple,15,15,45.46249,-73.646853,632
LOYOLA,P5,CEOC,Celtis Occidentalis,Common Hackberry,15.1,15,45.4610085,-73.6445606,633
LOYOLA,P5,JUNI,Juglans Nigra,Eastern Black Walnut,15.1,15,45.461824,-73.646847,634
LOYOLA,P5,MABA,Malus Baccata,Crab Apple,15.2,15,45.460509,-73.646428,635
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,15.2,15,45.4608603,-73.6465257,636
LOYOLA,P5,JUNI,Juglans Nigra,Eastern Black Walnut,15.2,15,45.461853,-73.646992,637
LOYOLA,P5,JUNI,Juglans Nigra,Eastern Black Walnut,15.3,15,45.461468,-73.647185,638
LOYOLA,P5,GIBI,Ginkgo Biloba,Maidenhair Tree,15.3,15,45.462255,-73.644357,639
LOYOLA,P5,MABA,Malus Baccata,Crab Apple,15.6,16,45.460551,-73.646459,640
LOYOLA,P5,ULAM,Ulmus Americana,American Elm,15.7,16,45.4608145,-73.6460734,641
LOYOLA,P5,PIRU,Picea Rubens,Red Spruce,15.7,16,45.462054,-73.6470531,642
LOYOLA,P5,MABA,Malus Baccata 'Rosthern',Crab Apple,15.9,16,45.460537,-73.646303,643
LOYOLA,P5,MABA,Malus Baccata,Crab Apple,15.9,16,45.460548,-73.646536,644
LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,Red Ash,15.9,16,45.4609156,-73.6475335,645
LOYOLA,P5,ACSA,Acer Saccharinum,Silver Maple,16,16,45.461435,-73.647339,646
LOYOLA,P5,PIAB,Picea Abies,Norway Spruce,16,16,45.462699,-73.646228,647
LOYOLA,P5,VILE,Viburnum Lentago,Nannyberry,16.1,16,45.4609424,-73.6463963,648
LOYOLA,P5,ACSA,Acer Saccharinum,Silver Maple,16.1,16,45.461515,-73.647316,649
LOYOLA,P5,MABA,Malus Baccata,Crab Apple,16.2,16,45.460583,-73.646336,650
LOYOLA,P5,MABA,Malus Baccata,Crab Apple,16.4,16,45.460695,-73.64652,651
LOYOLA,P5,THOC,Thuja Occidentalis,Eastern White Cedar,16.5,17,45.4605088,-73.6463882,652
LOYOLA,P5,VILE,Viburnum Lentago,Nannyberry,16.6,17,45.4608653,-73.6462216,653
LOYOLA,P5,CEOC,Celtis Occidentalis,Common Hackberry,16.6,17,45.4610137,-73.6445617,654
LOYOLA,P5,PIAB,Picea Abies,Norway Spruce,16.8,17,45.462304,-73.646475,655
LOYOLA,P5,MABA,Malus Baccata,Crab Apple,16.9,17,45.460649,-73.646513,656
LOYOLA,P5,GYDI,Gymnocladus Dioicus,Kentucky Coffee Tree,17,17,45.461334,-73.647737,657
LOYOLA,P5,CGPU,Crataegus Punctata,Dotted Hawthorn,17,17,45.462918,-73.646304,658
LOYOLA,P5,VILE,Viburnum Lentago,Nannyberry,17.1,17,45.4608382,-73.6461505,659
LOYOLA,P5,THOC,Thuja Occidentalis,Eastern White Cedar,17.2,17,45.4607719,-73.6460955,660
LOYOLA,P5,VILE,Viburnum Lentago,Nannyberry,17.3,17,45.4609071,-73.6463021,661
LOYOLA,P5,ACFR,Acer Freemannii,Autumn Blaze 'Freeman Maple',17.4,17,45.462579,-73.646441,662
LOYOLA,P5,QUMA,Quercus Macrocarpa,Bur Oak,17.7,18,45.460332,-73.645944,663
LOYOLA,P5,QUMA,Quercus Macrocarpa,Bur Oak,18.2,18,45.460381,-73.646068,664
LOYOLA,P5,AMAR,Amelanchier Arborea,Common Serviceberry,18.2,18,45.4607797,-73.6460687,665
LOYOLA,P5,MABA,Malus 'Robusta',Crab Apple,18.2,18,45.460961,-73.6464355,666
LOYOLA,P5,VILE,Viburnum Lentago,Nannyberry,18.4,18,45.4608627,-73.6462494,667
LOYOLA,P5,CEOC,Celtis Occidentalis,Common Hackberry,18.4,18,45.4609768,-73.6446341,668
LOYOLA,P5,MABA,Malus Baccata,Crab Apple,18.6,19,45.4606,-73.646262,669
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,18.7,19,45.460062,-73.645124,670
LOYOLA,P5,PIAB,Picea Abies,Norway Spruce,18.8,19,45.4625615,-73.6461572,671
LOYOLA,P5,ACSA,Acer Saccharinum,Silver Maple,18.9,19,45.461486,-73.64745,672
LOYOLA,P5,PNSY,Pinus Sylvestris,Scots Pine,19.3,19,45.462511,-73.646225,673
LOYOLA,P5,CTSP,Catalpa Speciosa,Western Catalpa,19.8,20,45.461973,-73.64652,674
LOYOLA,P5,QUMA,Quercus Macrocarpa,Bur Oak,19.9,20,45.460445,-73.645855,675
LOYOLA,P5,MASY,Malus Sylvestris,Crab Apple,19.9,20,45.462777,-73.646401,676
LOYOLA,P5,TICO,Tilia Cordata,Littleleaf European Linden,20.1,20,45.461229,-73.644453,677
LOYOLA,P5,QUMA,Quercus Macrocarpa,Bur Oak,20.4,20,45.460384,-73.645904,678
LOYOLA,P5,MABA,Malus Baccata 'Rosthern',Crab Apple,20.5,21,45.460527,-73.645977,679
LOYOLA,P5,CEOC,Celtis Occidentalis,Common Hackberry,20.6,21,45.460988,-73.6445888,680
LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,Red Ash,20.8,21,45.461146,-73.647854,681
LOYOLA,P5,GLTR,Gleditsia Triacanthos 'Skyline',Skyline Honey-Locust,21.2,21,45.462209,-73.644406,682
LOYOLA,P5,VILE,Viburnum Lentago,Nannyberry,21.3,21,45.4608328,-73.6461344,683
LOYOLA,P5,THOC,Thuja Occidentalis,Eastern White Cedar,21.4,21,45.4607141,-73.6464737,684
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,21.5,22,45.460338,-73.644281,685
LOYOLA,P5,ACFR,Acer Freemannii,Freeman Maple,21.5,22,45.461882,-73.645904,686
LOYOLA,P5,MABA,Malus Baccata,Crab Apple,21.8,22,45.460567,-73.645993,687
LOYOLA,P5,ACFR,Acer Freemannii,Freeman Maple,21.8,22,45.461864,-73.645776,688
LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,Red Ash,21.9,22,45.461087,-73.64763,689
LOYOLA,P5,GLTR,Gleditsia Triacanthos 'Skyline',Skyline Honey-Locust,21.9,22,45.461946,-73.644599,690
LOYOLA,P5,GLTR,Gleditsia Triacanthos 'Skyline',Skyline Honey-Locust,22.2,22,45.462255,-73.646622,691
LOYOLA,P5,LOXY,Lonicera Xylosteum,European Fly Honeysuckle,22.3,22,45.4607489,-73.6460385,692
LOYOLA,P5,GLTR,Gleditsia Triacanthos 'Skyline',Skyline Honey-Locust,22.3,22,45.462303,-73.646711,693
LOYOLA,P5,FRAM,Fraxinus Americana,White Ash,22.4,22,45.461279,-73.644417,694
LOYOLA,P5,AMAR,Amelanchier Arborea,Common Serviceberry,22.9,23,45.460639,-73.646574,695
LOYOLA,P5,MABA,Malus 'Prairiefire',Prairiefire Crab Apple,22.9,23,45.4606501,-73.6463872,696
LOYOLA,P5,ACFR,Acer Freemannii,Freeman Maple,22.9,23,45.461988,-73.646348,697
LOYOLA,P5,FRAM,Fraxinus Americana,White Ash,23,23,45.461315,-73.644386,698
LOYOLA,P5,THOC,Thuja Occidentalis,Eastern White Cedar,23.2,23,45.4605965,-73.6464362,699
LOYOLA,P5,PIPU,Picea Pungens,Glauca Blue Spruce,23.3,23,45.461137,-73.64685,700
LOYOLA,P5,ULXXFR,Ulmus 'Frontier',Frontier Elm,23.3,23,45.46244,-73.645023,701
LOYOLA,P5,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,23.3,23,45.462759,-73.646589,702
LOYOLA,P5,MABA,Malus Baccata 'Jefspire',Crab Apple,23.3,23,45.463063,-73.646342,703
LOYOLA,P5,BEVU,Berberis Vulgaris,Common Barberry,23.4,23,45.4611019,-73.6473354,704
LOYOLA,P5,MABA,Malus Baccata,Crab Apple,23.5,24,45.461744,-73.647222,705
LOYOLA,P5,THOC,Thuja Occidentalis,Eastern White Cedar,23.6,24,45.4607367,-73.6461398,706
LOYOLA,P5,FRAM,Fraxinus Americana,White Ash,23.6,24,45.461181,-73.644497,707
LOYOLA,P5,MABA,Malus 'Royalty',Royalty Crab Apple,23.8,24,45.462193,-73.647038,708
LOYOLA,P5,ULXXFR,Ulmus 'Frontier',Frontier Elm,23.9,24,45.462413,-73.64508,709
LOYOLA,P5,GLTR,Gleditsia Triacanthos 'Skyline',Skyline Honey-Locust,24.1,24,45.462332,-73.646594,710
LOYOLA,P5,FRAM,Fraxinus Americana,White Ash,24.2,24,45.460987,-73.647536,711
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,24.4,24,45.460026,-73.645186,712
LOYOLA,P5,ACFR,Acer Freemannii,Freeman Maple,24.4,24,45.461951,-73.646251,713
LOYOLA,P5,MABA,Malus Baccata 'Rosthern',Crab Apple,24.5,25,45.460533,-73.646034,714
LOYOLA,P5,CEJA,Cercidiphyllum Japonicum,Katsura Tree,24.6,25,45.4608479,-73.6463463,715
LOYOLA,P5,MABA,Malus Baccata,Crab Apple,24.6,25,45.461931,-73.647269,716
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,24.7,25,45.460517,-73.644205,717
LOYOLA,P5,ULMI,Ulmus 'Morton',Morton Elm,25.2,25,45.462552,-73.644985,718
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,25.3,25,45.460092,-73.644544,719
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,25.3,25,45.460624,-73.644513,720
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,25.6,26,45.460415,-73.644218,721
LOYOLA,P5,LALA,Larix Laricina,Tamarack,25.6,26,45.46124,-73.647582,722
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,25.9,26,45.460094,-73.645384,723
LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,Red Ash,25.9,26,45.461832,-73.647205,724
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,26,26,45.460176,-73.645583,725
LOYOLA,P5,GYDI,Gymnocladus Dioicus,Kentucky Coffee Tree,26,26,45.461374,-73.647639,726
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,26.1,26,45.460001,-73.644613,727
LOYOLA,P5,CEJA,Cercidiphyllum Japonicum,Katsura Tree,26.1,26,45.4608533,-73.6464543,728
LOYOLA,P5,BEVU,Berberis Vulgaris,Common Barberry,26.1,26,45.4610917,-73.6473297,729
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,26.2,26,45.459901,-73.64487,730
LOYOLA,P5,THOC,Thuja Occidentalis,Eastern White Cedar,26.3,26,45.4605859,-73.6464402,731
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,26.7,27,45.460238,-73.645563,732
LOYOLA,P5,ULMI,Ulmus 'Morton',Morton Elm,26.7,27,45.462511,-73.644963,733
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,26.8,27,45.460105,-73.644465,734
LOYOLA,P5,VILE,Viburnum Lentago,Nannyberry,27.2,27,45.4609107,-73.6463232,735
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,27.4,27,45.460397,-73.644302,736
LOYOLA,P5,THOC,Thuja Occidentalis,Eastern White Cedar,27.8,28,45.4606543,-73.6466598,737
LOYOLA,P5,ACFR,Acer Freemannii,Freeman Maple,28,28,45.462032,-73.646607,738
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,28.6,29,45.46016,-73.64538,739
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,29,29,45.460024,-73.644526,740
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,29,29,45.46014,-73.645302,741
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,29,29,45.460587,-73.644414,742
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,29,29,45.460648,-73.64444,743
LOYOLA,P5,MASY,Malus Sylvestris,Crab Apple,29,29,45.462759,-73.646364,744
LOYOLA,P5,MASY,Malus Sylvestris,Crab Apple,29.2,29,45.46276,-73.646389,745
LOYOLA,P5,PIAB,Picea Abies,Norway Spruce,29.4,29,45.463072,-73.646227,746
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,29.6,30,45.460242,-73.644428,747
LOYOLA,P5,PYCA,Pyrus Calleryana 'Glen's Form',Pyrus calleryana Chantecleer,29.6,30,45.460779,-73.646908,748
LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,Red Ash,29.7,30,45.462406,-73.644364,749
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,29.8,30,45.460157,-73.644492,750
LOYOLA,P5,PRNI,Prunus Nigra,Canada Plum,29.9,30,45.461813,-73.644341,751
LOYOLA,P5,LALA,Larix Laricina,Tamarack,30,30,45.461221,-73.647763,752
LOYOLA,P5,LALA,Larix Laricina,Tamarack,30.1,30,45.461855,-73.64732,753
LOYOLA,P5,FRAM,Fraxinus Americana,White Ash,30.2,30,45.460893,-73.647439,754
LOYOLA,P5,PIAB,Picea Abies,Norway Spruce,30.3,30,45.461003,-73.646727,755
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,30.7,31,45.460312,-73.64437,756
LOYOLA,P5,PIAB,Picea Abies,Norway Spruce,30.7,31,45.461054,-73.646833,757
LOYOLA,P5,PIAB,Picea Abies,Norway Spruce,30.9,31,45.463011,-73.646125,758
LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,Red Ash,31.1,31,45.463064,-73.646043,759
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,31.5,32,45.460186,-73.644403,760
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,31.8,32,45.459874,-73.644768,761
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,31.9,32,45.459937,-73.644962,762
LOYOLA,P5,GYDI,Gymnocladus Dioicus,Kentucky Coffee Tree,32,32,45.461084,-73.647525,763
LOYOLA,P5,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,32.2,32,45.461439,-73.647538,764
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,32.3,32,45.460259,-73.64434,765
LOYOLA,P5,PIPU,Picea Pungens,Glauca Blue Spruce,32.3,32,45.461103,-73.646789,766
LOYOLA,P5,PIAB,Picea Abies,Norway Spruce,32.3,32,45.463009,-73.64618,767
LOYOLA,P5,PIAB,Picea Abies,Norway Spruce,32.3,32,45.463054,-73.646166,768
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,32.4,32,45.460206,-73.645472,769
LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,Red Ash,32.4,32,45.462747,-73.645235,770
LOYOLA,P5,ACSC,Acer Saccharum,Sugar Maple,32.5,33,45.462074,-73.644976,771
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,32.7,33,45.460303,-73.645766,772
