Sample Site,Site Code,Species Code,Species Latin,Species Common,DBH (2020):,DBH Round,Latitude,Longitude,Index
LOYOLA,P5,LALA,Larix Laricina,Tamarack,32.9,33,45.461278,-73.647678,773
LOYOLA,P5,ACFR,Acer Freemannii,Freeman Maple,32.9,33,45.461844,-73.645654,774
LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,Red Ash,32.9,33,45.462499,-73.644601,775
LOYOLA,P5,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,32.9,33,45.462549,-73.646544,776
LOYOLA,P5,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,32.9,33,45.462779,-73.646309,777
LOYOLA,P5,PIPU,Picea Pungens,Glauca Blue Spruce,33,33,45.461053,-73.646752,778
LOYOLA,P5,TIAM,Tilia Americana,American Basswood,33,33,45.462432,-73.646679,779
LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,Red Ash,33.3,33,45.4611197,-73.6474437,780
LOYOLA,P5,VILE,Viburnum Lentago,Nannyberry,33.4,33,45.4607978,-73.6460496,781
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,33.5,34,45.46021,-73.645668,782
LOYOLA,P5,PIPU,Picea Pungens,Glauca Blue Spruce,33.5,34,45.461119,-73.646915,783
LOYOLA,P5,ACSC,Acer Saccharum,Sugar Maple,33.5,34,45.461867,-73.645109,784
LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,Red Ash,33.6,34,45.462923,-73.645691,785
LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,Red Ash,33.7,34,45.462971,-73.64581,786
LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,Red Ash,33.8,34,45.463112,-73.646168,787
LOYOLA,P5,ACSC,Acer Saccharum,Sugar Maple,33.9,34,45.462311,-73.645139,788
LOYOLA,P5,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,33.9,34,45.462921,-73.646353,789
LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,Red Ash,34,34,45.462881,-73.645579,790
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,34.1,34,45.460243,-73.645757,791
LOYOLA,P5,THOC,Thuja Occidentalis,Eastern White Cedar,34.1,34,45.4605488,-73.6462887,792
LOYOLA,P5,THOC,Thuja Occidentalis,Eastern White Cedar,34.1,34,45.4607635,-73.6461562,793
LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,Red Ash,34.2,34,45.462791,-73.64535,794
LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,Red Ash,34.3,34,45.462591,-73.644834,795
LOYOLA,P5,PIAB,Picea Abies,Norway Spruce,34.5,35,45.461753,-73.647307,796
LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,Red Ash,34.7,35,45.462657,-73.644999,797
LOYOLA,P5,LALA,Larix Laricina,Tamarack,35.1,35,45.460969,-73.646653,798
LOYOLA,P5,TICO,Tilia Cordata,Littleleaf European Linden,35.3,35,45.461165,-73.647244,799
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,35.4,35,45.459947,-73.644589,800
LOYOLA,P5,THOC,Thuja Occidentalis,Eastern White Cedar,35.7,36,45.4608291,-73.6462803,801
LOYOLA,P5,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,35.8,36,45.462743,-73.646539,802
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,35.9,36,45.459939,-73.64479,803
LOYOLA,P5,VILE,Viburnum Lentago,Nannyberry,36.2,36,45.4609191,-73.646345,804
LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,Red Ash,36.2,36,45.462149,-73.646427,805
LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,Red Ash,37.3,37,45.4627,-73.645121,806
LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,Red Ash,38.5,39,45.462838,-73.645478,807
LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,Red Ash,38.7,39,45.461878,-73.647178,808
LOYOLA,P5,PIAB,Picea Abies,Norway Spruce,39.2,39,45.462379,-73.64681,809
LOYOLA,P5,THOC,Thuja Occidentalis,Eastern White Cedar,39.6,40,45.4607237,-73.6461633,810
LOYOLA,P5,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,39.6,40,45.46142,-73.647502,811
LOYOLA,P5,CGPU,Crataegus Punctata,Dotted Hawthorn,39.9,40,45.4628406,-73.6464798,812
LOYOLA,P5,BEVU,Berberis Vulgaris,Common Barberry,40.1,40,45.4610612,-73.647273,813
LOYOLA,P5,TIAM,Tilia Americana,American Basswood,40.3,40,45.462974,-73.646385,814
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,40.6,41,45.460758,-73.646415,815
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,40.6,41,45.462015,-73.645407,816
LOYOLA,P5,TICO,Tilia Cordata,Littleleaf European Linden,40.8,41,45.460498,-73.646234,817
LOYOLA,P5,ACSC,Acer Saccharum,Sugar Maple,41,41,45.462184,-73.645098,818
LOYOLA,P5,ACSC,Acer Saccharum,Sugar Maple,41.3,41,45.462173,-73.645182,819
LOYOLA,P5,VILE,Viburnum Lentago,Nannyberry,41.6,42,45.4608032,-73.6462964,820
LOYOLA,P5,PIAB,Picea Abies,Norway Spruce,41.6,42,45.461737,-73.647393,821
LOYOLA,P5,PIAB,Picea Abies,Norway Spruce,41.7,42,45.4618,-73.647284,822
LOYOLA,P5,PIAB,Picea Abies,Norway Spruce,42,42,45.461076,-73.646688,823
LOYOLA,P5,ACSC,Acer Saccharum,Sugar Maple,42,42,45.462409,-73.646503,824
LOYOLA,P5,CEOC,Celtis Occidentalis,Common Hackberry,42.1,42,45.462068,-73.645087,825
LOYOLA,P5,ACSC,Acer Saccharum,Sugar Maple,42.3,42,45.461997,-73.644979,826
LOYOLA,P5,LALA,Larix Laricina,Tamarack,42.4,42,45.461986,-73.647149,827
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,42.8,43,45.461821,-73.645409,828
LOYOLA,P5,ACSC,Acer Saccharum,Sugar Maple,42.9,43,45.462022,-73.644905,829
LOYOLA,P5,BEVU,Berberis Vulgaris,Common Barberry,43.2,43,45.4611195,-73.6473532,830
LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,Red Ash,43.2,43,45.46191,-73.647308,831
LOYOLA,P5,PRPA,Prunus Padus,Bird Cherry,43.6,44,45.461172,-73.646986,832
LOYOLA,P5,ACSC,Acer Saccharum,Sugar Maple,43.9,44,45.461815,-73.645153,833
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,44.4,44,45.460747,-73.646041,834
LOYOLA,P5,ACSC,Acer Saccharum,Sugar Maple,44.6,45,45.46081,-73.646178,835
LOYOLA,P5,PIAB,Picea Abies,Norway Spruce,45,45,45.462499,-73.646712,836
LOYOLA,P5,TICO,Tilia Cordata,Littleleaf European Linden,45.1,45,45.460783,-73.646502,837
LOYOLA,P5,VILE,Viburnum Lentago,Nannyberry,45.2,45,45.460929,-73.6463675,838
LOYOLA,P5,VILE,Viburnum Lentago,Nannyberry,46.7,47,45.4609382,-73.6464087,839
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,46.8,47,45.46061,-73.644325,840
LOYOLA,P5,THOC,Thuja Occidentalis,Eastern White Cedar,46.8,47,45.4607602,-73.6466018,841
LOYOLA,P5,ACSC,Acer Saccharum,Sugar Maple,46.8,47,45.462116,-73.645156,842
LOYOLA,P5,PNNI,Pinus Nigra 'Austriaca',Austrian Pine,47.5,48,45.462778,-73.646539,843
LOYOLA,P5,ACSC,Acer Saccharum,Sugar Maple,47.7,48,45.46086,-73.644656,844
LOYOLA,P5,PYCO,Pyrus Communis,Common Pear,50.1,50,45.462124,-73.646765,845
LOYOLA,P5,ACSC,Acer Saccharum,Sugar Maple,50.7,51,45.460679,-73.644624,846
LOYOLA,P5,CGMO,Crataegus Monogyna,Common Hawthorn,51,51,45.462846,-73.646325,847
LOYOLA,P5,ACSC,Acer Saccharum,Sugar Maple,51.2,51,45.460667,-73.645874,848
LOYOLA,P5,BEVU,Berberis Vulgaris,Common Barberry,51.5,52,45.461072,-73.6472714,849
LOYOLA,P5,TICO,Tilia Cordata,Littleleaf European Linden,51.8,52,45.460405,-73.64621,850
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,52.2,52,45.461023,-73.64737,851
LOYOLA,P5,LOXY,Lonicera Xylosteum,European Fly Honeysuckle,52.3,52,45.4607494,-73.6460955,852
LOYOLA,P5,CEOC,Celtis Occidentalis,Common Hackberry,52.6,53,45.462016,-73.645084,853
LOYOLA,P5,QUMA,Quercus Macrocarpa,Bur Oak,52.9,53,45.461959,-73.646946,854
LOYOLA,P5,CGPU,Crataegus Punctata,Dotted Hawthorn,53.1,53,45.462876,-73.64643,855
LOYOLA,P5,TICO,Tilia Cordata,Littleleaf European Linden,53.2,53,45.460722,-73.646329,856
LOYOLA,P5,ACSC,Acer Saccharum,Sugar Maple,53.4,53,45.460626,-73.645799,857
LOYOLA,P5,ULAM,Ulmus Americana,White Elm,53.8,54,45.460582,-73.646069,858
LOYOLA,P5,ACSC,Acer Saccharum,Sugar Maple,56.3,56,45.460543,-73.64578,859
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,57.6,58,45.461793,-73.645342,860
LOYOLA,P5,TICO,Tilia Cordata,Littleleaf European Linden,57.9,58,45.460482,-73.646156,861
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,58.1,58,45.461783,-73.645197,862
LOYOLA,P5,ULAM,Ulmus Americana,White Elm,58.7,59,45.460471,-73.646349,863
LOYOLA,P5,CEJA,Cercidiphyllum Japonicum,Katsura Tree,58.8,59,45.46083,-73.6465069,864
LOYOLA,P5,TIAM,Tilia Americana,American Basswood,59.7,60,45.462086,-73.646487,865
LOYOLA,P5,ACSC,Acer Saccharum,Sugar Maple,60.5,61,45.462183,-73.645268,866
LOYOLA,P5,TICO,Tilia Cordata,Littleleaf European Linden,61.1,61,45.460558,-73.646624,867
LOYOLA,P5,GLTR,Gleditsia Triacanthos,Thornless Honey-Locust,62.8,63,45.462315,-73.64696,868
LOYOLA,P5,ACSA,Acer Saccharinum,Silver Maple,63.2,63,45.46078,-73.647149,869
LOYOLA,P5,CEOC,Celtis Occidentalis,Common Hackberry,63.2,63,45.461046,-73.644553,870
LOYOLA,P5,ACSC,Acer Saccharum,Sugar Maple,64.1,64,45.460842,-73.64627,871
LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,Red Ash,65.2,65,45.462384,-73.645506,872
LOYOLA,P5,ULAM,Ulmus Americana,White Elm,67.7,68,45.46187,-73.645305,873
LOYOLA,P5,FRAM,Fraxinus Americana,White Ash,71,71,45.462172,-73.646572,874
LOYOLA,P5,ACPL,Acer Platanoides,Norway Maple,71.4,71,45.462639,-73.646646,875
LOYOLA,P5,CEOC,Celtis Occidentalis,Common Hackberry,72.5,73,45.461413,-73.644266,876
LOYOLA,P5,CGPU,Crataegus Punctata,Dotted Hawthorn,73.4,73,45.46161,-73.647383,877
LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,Red Ash,76,76,45.462617,-73.646142,878
LOYOLA,P5,ULAM,Ulmus Americana,White Elm,77.3,77,45.460081,-73.645296,879
LOYOLA,P5,FRPE,Fraxinus Pennsylvanica,Red Ash,78.4,78,45.461947,-73.646795,880
LOYOLA,P5,ACSA,Acer Saccharinum,Silver Maple,80.6,81,45.461738,-73.647122,881
LOYOLA,P5,ACSA,Acer Saccharinum,Silver Maple,86.2,86,45.461044,-73.647146,882
LOYOLA,P5,MABA,Malus Baccata,Crab Apple,92.3,92,45.462885,-73.646513,883
TRENHOLME,P6,BENI,Betula Nigra,Heritage River Birch,4.5,5,45.461315,-73.632418,884
TRENHOLME,P6,ACSC,Acer Saccharum,Sugar Maple,4.9,5,45.461153,-73.631073,885
TRENHOLME,P6,PNRE,Pinus Resinosa,Red Pine,6.1,6,45.460111,-73.630095,886
TRENHOLME,P6,MABA,Malus 'Rosseau',Rosseau Crab Apple,6.5,7,45.460253,-73.631927,887
TRENHOLME,P6,AEHI,Aesculus Hippocastanum,Common Horsechesnut,6.9,7,45.461712,-73.632407,888
TRENHOLME,P6,BEAL,Betula Alleghaniensis,Yellow Birch,7.1,7,45.460178,-73.630026,889
TRENHOLME,P6,ACSA,Acer Saccharinum 'Pyramidalis',Pyramidal Silver Maple,7.4,7,45.460438,-73.629523,890
TRENHOLME,P6,MABA,Malus Baccata 'Mandshurica',Mandshurica Crab Apple,7.4,7,45.461665,-73.632237,891
TRENHOLME,P6,TICO,Tilia Cordata 'Glenleven',Glenleven Littleleaf Linden,7.5,8,45.460862,-73.629995,892
TRENHOLME,P6,TICO,Tilia Cordata 'Sheridan',Sheridan Littleleaf Linden,7.7,8,45.461159,-73.631184,893
TRENHOLME,P6,JUNI,Juglans Nigra,Black Walnut,8.1,8,45.460246,-73.629985,894
TRENHOLME,P6,QUMA,Quercus Macrocarpa,Bur Oak,8.3,8,45.460314,-73.629814,895
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,9.2,9,45.4612491,-73.6331103,896
TRENHOLME,P6,PNRE,Pinus Resinosa,Red Pine,9.3,9,45.460046,-73.63016,897
TRENHOLME,P6,GYDI,Gymnocladus Dioicus,Kentucky Coffee Tree,9.4,9,45.46126,-73.631226,898
TRENHOLME,P6,SYRE,Syringa Reticulata,Ivory Silk Japanese Tree Lilac,9.6,10,45.460644,-73.632312,899
TRENHOLME,P6,TIAM,Tilia Americana 'Redmond',Redmond American Linden,11.6,12,45.460249,-73.62993,900
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,12.3,12,45.461481,-73.631569,901
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,12.5,13,45.461588,-73.632567,902
TRENHOLME,P6,ACPL,Acer Platanoides,Superform Norway Maple,12.8,13,45.461267,-73.632299,903
TRENHOLME,P6,ACPL,Acer Platanoides 'Deborah',Deborah Norway Maple,13.1,13,45.459851,-73.631504,904
TRENHOLME,P6,SYRE,Syringa Reticulata,Ivory Silk Japanese Tree Lilac,13.9,14,45.460436,-73.632548,905
TRENHOLME,P6,SYRE,Syringa Reticulata,Ivory Silk Japanese Tree Lilac,14.4,14,45.460508,-73.632467,906
TRENHOLME,P6,PIAB,Picea Abies,Norway Spruce,14.8,15,45.460153,-73.632294,907
TRENHOLME,P6,ACPL,Acer Platanoides,Superform Norway Maple,15.1,15,45.461364,-73.633124,908
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,16.4,16,45.460988,-73.630342,909
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,16.7,17,45.461558,-73.631791,910
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,16.8,17,45.461567,-73.631845,911
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,17.2,17,45.461511,-73.632822,912
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,17.3,17,45.461368,-73.63264,913
TRENHOLME,P6,ACSA,Acer Saccharinum 'Pyramidalis',Pyramidal Silver Maple,17.5,18,45.460436,-73.629789,914
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,18.2,18,45.461354,-73.632481,915
TRENHOLME,P6,SYRE,Syringa Reticulata,Ivory Silk Japanese Tree Lilac,18.3,18,45.460378,-73.632548,916
TRENHOLME,P6,ACRU,Acer Rubrum,Red Maple,18.8,19,45.460093,-73.629937,917
TRENHOLME,P6,SYRE,Syringa Reticulata,Ivory Silk Japanese Tree Lilac,18.9,19,45.460608,-73.632426,918
TRENHOLME,P6,ACPL,Acer Platanoides 'Deborah',Deborah Norway Maple,19.1,19,45.460194,-73.632008,919
TRENHOLME,P6,SYRE,Syringa Reticulata,Ivory Silk Japanese Tree Lilac,19.7,20,45.460441,-73.632467,920
TRENHOLME,P6,ACFR,Acer Freemannii,Freeman Maple,19.8,20,45.460512,-73.633039,921
TRENHOLME,P6,SYRE,Syringa Reticulata,Ivory Silk Japanese Tree Lilac,20,20,45.460522,-73.632389,922
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,20.1,20,45.459759,-73.630807,923
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,20.3,20,45.460813,-73.633832,924
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,20.9,21,45.460732,-73.633628,925
TRENHOLME,P6,ACPL,Acer Platanoides,Acer Platanoides 'Emerald Lustre',21.1,21,45.461189,-73.633111,926
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,21.2,21,45.46027,-73.63258,927
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,21.7,22,45.460203,-73.631796,928
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,22.4,22,45.460894,-73.634068,929
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,22.4,22,45.461237,-73.632481,930
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,22.8,23,45.459808,-73.631394,931
TRENHOLME,P6,QUMA,Quercus Macrocarpa,Bur Oak,22.8,23,45.460078,-73.631308,932
TRENHOLME,P6,QUMA,Quercus Macrocarpa,Bur Oak,22.9,23,45.460136,-73.631276,933
TRENHOLME,P6,ACGI,Acer Ginnala,Armur Maple,23,23,45.461475,-73.632993,934
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,24,24,45.460781,-73.633742,935
TRENHOLME,P6,ACPL,Acer Platanoides 'Deborah',Deborah Norway Maple,24.3,24,45.460284,-73.632023,936
TRENHOLME,P6,GYDI,Gymnocladus Dioicus,Kentucky Coffee Tree,24.3,24,45.461107,-73.632068,937
TRENHOLME,P6,ULXXHO,Ulmus 'Homestead',Homestead Elm,24.5,25,45.460261,-73.632184,938
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,24.7,25,45.460993,-73.633865,939
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,26.3,26,45.46014,-73.631941,940
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,27,27,45.460948,-73.63394,941
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,27,27,45.461024,-73.630418,942
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,27.3,27,45.460957,-73.633802,943
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,27.4,27,45.460055,-73.631727,944
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,27.4,27,45.461706,-73.63215,945
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,27.9,28,45.460912,-73.6337,946
TRENHOLME,P6,ULXXHO,Ulmus 'Homestead',Homestead Elm,28.2,28,45.460428,-73.631963,947
TRENHOLME,P6,ULXXHO,Ulmus 'Homestead',Homestead Elm,28.3,28,45.460275,-73.632123,948
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,28.5,29,45.459898,-73.630999,949
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,28.8,29,45.460015,-73.631602,950
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,28.8,29,45.460447,-73.631104,951
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,28.8,29,45.461065,-73.633417,952
TRENHOLME,P6,ACRU,Acer Rubrum,Red Maple,29,29,45.460476,-73.629449,953
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,29.1,29,45.459813,-73.630886,954
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,29.3,29,45.459997,-73.631083,955
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,29.4,29,45.460998,-73.633524,956
TRENHOLME,P6,ACRU,Acer Rubrum,Red Maple,29.7,30,45.459696,-73.63076,957
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,29.7,30,45.460033,-73.631018,958
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,29.8,30,45.459885,-73.630835,959
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,29.8,30,45.460515,-73.631067,960
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,29.9,30,45.460913,-73.632654,961
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,30.1,30,45.460055,-73.632024,962
TRENHOLME,P6,GLTR,Gleditsia Triacanthos,Common Honeylocust,30.3,30,45.460441,-73.63233,963
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,30.4,30,45.459836,-73.630742,964
TRENHOLME,P6,TICO,Tilia Cordata,Littleleaf European Linden,30.5,31,45.460593,-73.633039,965
TRENHOLME,P6,ACRU,Acer Rubrum,Red Maple,30.7,31,45.460003,-73.630119,966
TRENHOLME,P6,ACRU,Acer Rubrum,Red Maple,30.8,31,45.460124,-73.630039,967
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,31,31,45.459921,-73.63092,968
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,31.4,31,45.46056,-73.631016,969
TRENHOLME,P6,TICO,Tilia Cordata,Littleleaf European Linden,31.5,32,45.460674,-73.632922,970
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,31.6,32,45.461367,-73.63299,971
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,32,32,45.45997,-73.631014,972
TRENHOLME,P6,ULXXHO,Ulmus 'Homestead',Homestead Elm,32.6,33,45.4605,-73.631974,973
TRENHOLME,P6,TICO,Tilia Cordata,Littleleaf European Linden,32.8,33,45.460777,-73.633428,974
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,33.8,34,45.461661,-73.632048,975
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,33.9,34,45.46074,-73.6309,976
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,34.5,35,45.4598,-73.630663,977
TRENHOLME,P6,TICO,Tilia Cordata,Littleleaf European Linden,35.5,36,45.460845,-73.633563,978
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,36.1,36,45.460078,-73.631103,979
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,36.5,37,45.460302,-73.632318,980
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,36.7,37,45.459836,-73.630576,981
TRENHOLME,P6,ULXXHO,Ulmus 'Homestead',Homestead Elm,37.3,37,45.460365,-73.632022,982
TRENHOLME,P6,TICO,Tilia Cordata,Littleleaf European Linden,37.5,38,45.460827,-73.633111,983
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,37.6,38,45.461739,-73.632487,984
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,38,38,45.459872,-73.630662,985
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,38.5,39,45.46011,-73.631182,986
TRENHOLME,P6,TICO,Tilia Cordata,Littleleaf European Linden,39.1,39,45.460859,-73.633213,987
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,41.5,42,45.461484,-73.6329,988
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,41.7,42,45.461405,-73.631407,989
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,42.6,43,45.459952,-73.630835,990
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,45,45,45.460585,-73.632773,991
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,45.3,45,45.461571,-73.632248,992
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,46.3,46,45.461629,-73.631973,993
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,46.6,47,45.461174,-73.6324,994
TRENHOLME,P6,TICO,Tilia Cordata,Littleleaf European Linden,46.8,47,45.461304,-73.632945,995
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,46.9,47,45.460707,-73.63233,996
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,48.8,49,45.460152,-73.629841,997
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,50,50,45.461292,-73.632095,998
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,51.1,51,45.460656,-73.633622,999
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,52.8,53,45.461053,-73.632145,1000
TRENHOLME,P6,ACNE,Acer Negundo,Manitoba Maple,53,53,45.46001,-73.631448,1001
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,53,53,45.460741,-73.633832,1002
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,53,53,45.461661,-73.632287,1003
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,53.1,53,45.461522,-73.631856,1004
TRENHOLME,P6,GLTR,Gleditsia Triacanthos,Common Honeylocust,54.1,54,45.460572,-73.632345,1005
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,54.2,54,45.460822,-73.634038,1006
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,55.6,56,45.461656,-73.632599,1007
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,56.5,57,45.459696,-73.63103,1008
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,56.8,57,45.461495,-73.631755,1009
TRENHOLME,P6,ACSC,Acer Saccharum,Sugar Maple,57.7,58,45.461191,-73.633363,1010
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,57.9,58,45.46101,-73.630814,1011
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,57.9,58,45.461208,-73.630888,1012
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,58.3,58,45.460243,-73.632473,1013
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,58.4,58,45.461193,-73.632098,1014
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,58.8,59,45.461526,-73.631937,1015
TRENHOLME,P6,ACFR,Acer Freemannii,Freeman Maple,59.7,60,45.459705,-73.6309,1016
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,60,60,45.461286,-73.631098,1017
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,60.2,60,45.460458,-73.633092,1018
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,60.2,60,45.4614,-73.631802,1019
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,60.4,60,45.460778,-73.632543,1020
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,60.5,61,45.46162,-73.632344,1021
TRENHOLME,P6,TICO,Tilia Cordata,Littleleaf European Linden,60.6,61,45.460719,-73.63326,1022
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,60.6,61,45.461628,-73.632503,1023
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,60.7,61,45.461061,-73.633587,1024
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,61.1,61,45.461373,-73.631535,1025
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,61.3,61,45.459939,-73.631166,1026
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,61.4,61,45.460683,-73.62953,1027
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,61.6,62,45.460472,-73.629236,1028
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,61.6,62,45.460552,-73.629418,1029
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,61.8,62,45.461132,-73.630689,1030
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,61.9,62,45.461387,-73.631727,1031
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,62,62,45.460732,-73.629634,1032
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,62.1,62,45.460566,-73.633353,1033
TRENHOLME,P6,ACSA,Acer Saccharinum,Silver Maple,62.2,62,45.459783,-73.631128,1034
TRENHOLME,P6,ACPL,Acer Platanoides,Norway Maple,62.2,62,45.4609332,-73.6306443,1035
