"","Yard.code","Date","Start.Time","End.Time","Temperature...C.","Cloud.Cover.code","Beaufort.scale","Day.of.Week","Species","Bird.Scientific.Name","Behaviour","Time.of.Observation","Plant.species","Scientific.Name","DBH","Notes","BehaviourType","Type","IsHedge","Basal.density","DBH..cm.","X","Frequency"
"255","S12","13/06/2024","9:38","9:50",19,1,2,"Thursday","HOSP","Passer domesticus","Perch","9:42","Silver maple","Acer saccharinum","63","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"256","S12","13/06/2024","9:38","9:50",19,1,2,"Thursday","HOSP","Passer domesticus","Vocalize","9:44","Silver maple","Acer saccharinum","64","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"257","S12","13/06/2024","9:38","9:50",19,1,2,"Thursday","HOSP","Passer domesticus","Vocalize","9:46","Silver maple","Acer saccharinum","76","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"259","S12","13/06/2024","9:38","9:50",19,1,2,"Thursday","HOSP","Passer domesticus","Peck","9:48","Silver maple","Acer saccharinum","56","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"260","S12","13/06/2024","9:38","9:50",19,1,2,"Thursday","HOSP","Passer domesticus","Vocalize","9:48","Silver maple","Acer saccharinum","56","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"261","S12","13/06/2024","9:38","9:50",19,1,2,"Thursday","HOSP","Passer domesticus","Perch","9:51","Silver maple","Acer saccharinum","56","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"262","S12","13/06/2024","9:38","9:50",19,1,2,"Thursday","HOSP","Passer domesticus","Bill wipe","9:53","Silver maple","Acer saccharinum","76","","Grooming","Street","NA","NA",NA,NA,0.236842105263158
"263","S12","13/06/2024","9:38","9:50",19,1,2,"Thursday","HOSP","Passer domesticus","Peck","9:53","Silver maple","Acer saccharinum","76","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"268","S18","20/06/2024","7:16","7:36",27,1,2,"Thursday","HOFI","Haemorhous mexicanus","Perch","7:18","Norway maple","Acer platanoides","50","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"273","S18","20/06/2024","7:16","7:36",27,1,2,"Thursday","HOFI","Haemorhous mexicanus","Vocalize","7:24","Norway maple","Acer platanoides","50","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"274","S18","20/06/2024","7:16","7:36",27,1,2,"Thursday","BCCH","Poecile atricapillus","Vocalize","7:36","Norway spruce","Picea abies","35","","Territory_defense","Street","NA","NA",NA,NA,NA
"275","S18","20/06/2024","7:16","7:36",27,1,2,"Thursday","BCCH","Poecile atricapillus","Peck","7:36","Norway spruce","Picea abies","35","","Foraging","Street","NA","NA",NA,NA,NA
"276","S18","20/06/2024","7:16","7:36",27,1,2,"Thursday","NOCA","Cardinalis cardinalis","Perch","7:36","Norway maple","Acer platanoides","50","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"280","S04","20/06/2024","8:14","8:34",28,1,2,"Thursday","BCCH","Poecile atricapillus","Glean","8:20","Silver maple","Acer saccharinum","74","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"282","S04","20/06/2024","8:14","8:34",28,1,2,"Thursday","BCCH","Poecile atricapillus","Hang","8:22","Silver maple","Acer saccharinum","74","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"283","S04","20/06/2024","8:14","8:34",28,1,2,"Thursday","EUST","Sturnus vulgaris","Perch","8:22","Silver maple","Acer saccharinum","74","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"285","S04","20/06/2024","8:14","8:34",28,1,2,"Thursday","EUST","Sturnus vulgaris","Perch","8:23","Silver maple","Acer saccharinum","81","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"286","S04","20/06/2024","8:14","8:34",28,1,2,"Thursday","HOSP","Passer domesticus","Vocalize","8:24","Silver maple","Acer saccharinum","81","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"287","S04","20/06/2024","8:14","8:34",28,1,2,"Thursday","EUST","Sturnus vulgaris","Bill wipe","8:27","Silver maple","Acer saccharinum","74","","Grooming","Street","NA","NA",NA,NA,0.236842105263158
"288","S04","20/06/2024","8:14","8:34",28,1,2,"Thursday","EUST","Sturnus vulgaris","Bill wipe","8:27","Silver maple","Acer saccharinum","84","","Grooming","Street","NA","NA",NA,NA,0.236842105263158
"289","S04","20/06/2024","8:14","8:34",28,1,2,"Thursday","EUST","Sturnus vulgaris","Vocalize","8:28","Silver maple","Acer saccharinum","84","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"290","S04","20/06/2024","8:14","8:34",28,1,2,"Thursday","BCCH","Poecile atricapillus","Hang","8:33","Silver maple","Acer saccharinum","81","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"294","S17","20/06/2024","8:48","9:08",28,1,2,"Thursday","EUST","Sturnus vulgaris","Perch","8:50","Norway maple","Acer platanoides","35","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"298","S17","20/06/2024","8:48","9:08",28,1,2,"Thursday","BCCH","Poecile atricapillus","Glean","8:51","Silver maple","Acer saccharinum","91","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"299","S17","20/06/2024","8:48","9:08",28,1,2,"Thursday","BCCH","Poecile atricapillus","Glean","8:51","Silver maple","Acer saccharinum","91","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"300","S17","20/06/2024","8:48","9:08",28,1,2,"Thursday","REVI","Vireo olivaceus","Vocalize","8:52","Silver maple","Acer saccharinum","111","** two trees down from our street survey area","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"301","S17","20/06/2024","8:48","9:08",28,1,2,"Thursday","BCCH","Poecile atricapillus","Glean","8:56","Silver maple","Acer saccharinum","91","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"302","S17","20/06/2024","8:48","9:08",28,1,2,"Thursday","BCCH","Poecile atricapillus","Vocalize","8:56","Silver maple","Acer saccharinum","91","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"303","S17","20/06/2024","8:48","9:08",28,1,2,"Thursday","HOSP","Passer domesticus","Vocalize","8:56","Silver maple","Acer saccharinum","91","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"304","S07","21/06/2024","7:52","8:12",20,3,3,"Friday","EUST","Sturnus vulgaris","Perch","7:55","Silver maple","Acer saccharinum","82","BCCH across the street in backyards. AMRO, NOCA, EUST, BCCH, CHSW heard or seen.","Rest","Street","NA","NA",NA,NA,0.236842105263158
"305","S07","21/06/2024","7:52","8:12",20,3,3,"Friday","AMRO","Turdus migratorius","Perch","7:55","Silver maple","Acer saccharinum","80","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"306","S07","21/06/2024","7:52","8:12",20,3,3,"Friday","EUST","Sturnus vulgaris","Feed young","8:00","Silver maple","Acer saccharinum","109","","Reproduction","Street","NA","NA",NA,NA,0.236842105263158
"307","S07","21/06/2024","7:52","8:12",20,3,3,"Friday","NOCA","Cardinalis cardinalis","Vocalize","8:01","Silver maple","Acer saccharinum","109","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"308","S07","21/06/2024","7:52","8:12",20,3,3,"Friday","EUST","Sturnus vulgaris","Feed young","8:02","Silver maple","Acer saccharinum","109","","Reproduction","Street","NA","NA",NA,NA,0.236842105263158
"309","S07","21/06/2024","7:52","8:12",20,3,3,"Friday","EUST","Sturnus vulgaris","Bill wipe","8:02","Silver maple","Acer saccharinum","80","","Grooming","Street","NA","NA",NA,NA,0.236842105263158
"310","S07","21/06/2024","7:52","8:12",20,3,3,"Friday","EUST","Sturnus vulgaris","Bill wipe","8:02","Silver maple","Acer saccharinum","80","","Grooming","Street","NA","NA",NA,NA,0.236842105263158
"311","S07","21/06/2024","7:52","8:12",20,3,3,"Friday","EUST","Sturnus vulgaris","Hop","8:07","Silver maple","Acer saccharinum","82","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"312","S07","21/06/2024","7:52","8:12",20,3,3,"Friday","EUST","Sturnus vulgaris","Feed young","8:10","Silver maple","Acer saccharinum","83","","Reproduction","Street","NA","NA",NA,NA,0.236842105263158
"313","S07","21/06/2024","7:52","8:12",20,3,3,"Friday","EUST","Sturnus vulgaris","Feed young","8:12","Silver maple","Acer saccharinum","109","","Reproduction","Street","NA","NA",NA,NA,0.236842105263158
"314","S13","21/06/2024","8:30","8:50",21,3,3,"Friday","COGR","Quiscalus quiscula","Perch","8:47","Norway maple","Acer platanoides","63","AMGO pairing flying. EUST and COGR foraging on lawn on other side of the street--lawns on our side are dead. AMGO, NOCA, REVI, SOSP, BCCH, AMRO, CHSP, COGR, CHSW, EUST seen or heard.","Rest","Street","NA","NA",NA,NA,0.236842105263158
"322","S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Vocalize","8:12","Common lilac","Syringa vulgaris","20 (2X10)","","Territory_defense","Street","NA","NA",NA,NA,NA
"326","S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Bill wipe","8:15","Common lilac","Syringa vulgaris","20 (2X10)","","Grooming","Street","NA","NA",NA,NA,NA
"327","S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Perch","8:15","Common lilac","Syringa vulgaris","20 (2X10)","","Rest","Street","NA","NA",NA,NA,NA
"328","S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Glean","8:16","Silver maple","Acer saccharinum","105","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"330","S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Glean","8:17","Norway maple","Acer platanoides","35","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"331","S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Glean","8:18","Silver maple","Acer saccharinum","105","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"334","S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Perch","8:23","Norway maple","Acer platanoides","35","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"338","S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Perch","8:24","Silver maple","Acer saccharinum","105","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"341","S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Glean","8:26","Silver maple","Acer saccharinum","82","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"347","S19","26/06/2024","7:19","7:39",21,2,3,"Wednesday ","NOCA","Cardinalis cardinalis","Vocalize","7:27","Norway maple","Acer platanoides","47","BCCH, EUST, SOSP, AMCR, AMRO, NOCA, HOSP, CHSW seen or heard.","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"349","S21","26/06/2024","7:49","8:09",21,3,3,"Wednesday ","BCCH","Poecile atricapillus","Perch","7:56","Norway maple","Acer platanoides","68","REVI heard in backyard (though singing much less than usual). Loud lawn mowing. HOSP, AMRO, CHSW, BCCH, SOSP, CHSP, NOCA, AMCR, MODO, BLJA seen or heard.","Rest","Street","NA","NA",NA,NA,0.236842105263158
"350","S21","26/06/2024","7:49","8:09",21,3,3,"Wednesday ","BCCH","Poecile atricapillus","Vocalize","7:56","Norway maple","Acer platanoides","68","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"351","S21","26/06/2024","7:49","8:09",21,3,3,"Wednesday ","BCCH","Poecile atricapillus","Hop","7:56","Norway maple","Acer platanoides","68","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"355","S03","26/06/2024","8:20","8:40",21,3,3,"Wednesday ","BCCH","Poecile atricapillus","Vocalize","8:29","Norway maple","Acer platanoides","40","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"356","S03","26/06/2024","8:20","8:40",21,3,3,"Wednesday ","BCCH","Poecile atricapillus","Vocalize","8:29","Norway maple","Acer platanoides","40","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"359","S03","26/06/2024","8:20","8:40",21,3,3,"Wednesday ","BCCH","Poecile atricapillus","Vocalize","8:35","Norway maple","Acer platanoides","76","*alarm call","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"362","S03","26/06/2024","8:20","8:40",21,3,3,"Wednesday ","NOCA","Cardinalis cardinalis","Vocalize","8:40","Norway maple","Acer platanoides","40","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"363","S09","27/06/2024","7:41","8:01",15,4,2,"Thursday","HOSP","Passer domesticus","Beg","7:46","Red ash","Fraxinus pennsylvanica","45","","Reproduction","Street","NA","NA",NA,NA,0.0592105263157895
"364","S09","27/06/2024","7:41","8:01",15,4,2,"Thursday","HOSP","Passer domesticus","Feed young","7:47","Red ash","Fraxinus pennsylvanica","45","","Reproduction","Street","NA","NA",NA,NA,0.0592105263157895
"365","S09","27/06/2024","7:41","8:01",15,4,2,"Thursday","HOSP","Passer domesticus","Perch","7:47","Red ash","Fraxinus pennsylvanica","45","","Rest","Street","NA","NA",NA,NA,0.0592105263157895
"368","S17","28/06/2024","8:10","8:30",15,1,1,"Friday","BCCH","Poecile atricapillus","Peck","8:16","Silver maple","Acer saccharinum","68","Much livlier street. REVI heard in backyard.","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"369","S17","28/06/2024","8:10","8:30",15,1,1,"Friday","BCCH","Poecile atricapillus","Peck","8:16","Silver maple","Acer saccharinum","68","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"370","S17","28/06/2024","8:10","8:30",15,1,1,"Friday","EUST","Sturnus vulgaris","Perch","8:16","Silver maple","Acer saccharinum","68","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"371","S17","28/06/2024","8:10","8:30",15,1,1,"Friday","EUST","Sturnus vulgaris","Perch","8:24","Silver maple","Acer saccharinum","61","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"372","S17","28/06/2024","8:10","8:30",15,1,1,"Friday","DOWO","Picoides bubescens","Hammer","8:20","Silver maple","Acer saccharinum","94","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"373","S17","28/06/2024","8:10","8:30",15,1,1,"Friday","NOCA","Cardinalis cardinalis","Vocalize","8:29","Norway maple","Acer platanoides","35","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"374","S17","28/06/2024","8:10","8:30",15,1,1,"Friday","NOCA","Cardinalis cardinalis","Perch","8:29","Norway maple","Acer platanoides","35","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"375","S04","28/06/2024","9:08","9:28",17,1,1,"Friday","EUST","Sturnus vulgaris","Perch","9:11","Silver maple","Acer saccharinum","84","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"376","S04","28/06/2024","9:08","9:28",17,1,1,"Friday","HOSP","Passer domesticus","Perch","9:18","Silver maple","Acer saccharinum","81","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"377","S04","28/06/2024","9:08","9:28",17,1,1,"Friday","HOSP","Passer domesticus","Perch","9:18","Silver maple","Acer saccharinum","81","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"378","S05","28/06/2024","9:41","10:01",17,1,2,"Friday","HOSP","Passer domesticus","Vocalize","9:58","Norway maple","Acer platanoides","29","Contruction 1 block down the street","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"380","S08","02/07/2024","7:15","7:35",20,1,2,"Tuesday","EUST","Sturnus vulgaris","Perch","7:18","Norway maple","Acer platanoides","81","MERL flyover. BLJA heard.","Rest","Street","NA","NA",NA,NA,0.236842105263158
"381","S08","02/07/2024","7:15","7:35",20,1,2,"Tuesday","EUST","Sturnus vulgaris","Beg","7:18","Norway maple","Acer platanoides","81","","Reproduction","Street","NA","NA",NA,NA,0.236842105263158
"383","S08","02/07/2024","7:15","7:35",20,1,2,"Tuesday","EUST","Sturnus vulgaris","Perch","7:35","Norway maple","Acer platanoides","85","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"384","S01","02/07/2024","8:48","9:08",21,1,2,"Tuesday","CHSP","Spizella passerina","Vocalize","8:50","Silver maple","Acer saccharinum","80","REVI in backyard Silver maple singing all survey long. Lots of activity in backyards. HOFI, COGR, MODO, BLJA heard or seen.","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"385","S01","02/07/2024","8:48","9:08",21,1,2,"Tuesday","AMCR","Corvus brachyrhynchos","Perch","8:53","Norway maple","Acer platanoides","58","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"386","S01","02/07/2024","8:48","9:08",21,1,2,"Tuesday","BCCH","Poecile atricapillus","Glean","9:00","Silver maple","Acer saccharinum","80","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"389","S01","02/07/2024","8:48","9:08",21,1,2,"Tuesday","NOCA","Cardinalis cardinalis","Vocalize","9:08","Silver maple","Acer saccharinum","74","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"397","S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Perch","8:31","Norway maple","Acer platanoides","56","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"398","S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Feed young","8:33","Norway maple","Acer platanoides","56","","Reproduction","Street","NA","NA",NA,NA,0.236842105263158
"399","S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Beg","8:33","Norway maple","Acer platanoides","56","*juvenile","Reproduction","Street","NA","NA",NA,NA,0.236842105263158
"400","S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Vocalize","8:33","Norway maple","Acer platanoides","56","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"401","S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Copulate","8:37","Norway maple","Acer platanoides","56","","Reproduction","Street","NA","NA",NA,NA,0.236842105263158
"402","S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Copulate","8:37","Norway maple","Acer platanoides","56","","Reproduction","Street","NA","NA",NA,NA,0.236842105263158
"403","S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Vocalize","8:41","Norway maple","Acer platanoides","68","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"404","S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Copulate","8:42","Norway maple","Acer platanoides","56","","Reproduction","Street","NA","NA",NA,NA,0.236842105263158
"405","S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Copulate","8:42","Norway maple","Acer platanoides","56","","Reproduction","Street","NA","NA",NA,NA,0.236842105263158
"407","S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Perch","8:44","Norway maple","Acer platanoides","68","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"408","S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Vocalize","8:44","Norway maple","Acer platanoides","56","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"409","S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Vocalize","8:44","Norway maple","Acer platanoides","56","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"411","S07","03/07/2024","8:58","9:18",21,1,3,"Wednesday","AMRO","Turdus migratorius","Collect nesting material","8:59","Silver maple","Acer saccharinum","78","MERL flyover with loud vocalization. Cat (Sharky) on sidewalk.","Reproduction","Street","NA","NA",NA,NA,0.236842105263158
"412","S07","03/07/2024","8:58","9:18",21,1,3,"Wednesday","EUST","Sturnus vulgaris","Vocalize","9:08","Silver maple","Acer saccharinum","107","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"413","S07","03/07/2024","8:58","9:18",21,1,3,"Wednesday","EUST","Sturnus vulgaris","Perch","9:09","Silver maple","Acer saccharinum","78","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"414","S07","03/07/2024","8:58","9:18",21,1,3,"Wednesday","EUST","Sturnus vulgaris","Perch","9:09","Silver maple","Acer saccharinum","85","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"415","S07","03/07/2024","8:58","9:18",21,1,3,"Wednesday","EUST","Sturnus vulgaris","Feed young","9:15","Silver maple","Acer saccharinum","107","","Reproduction","Street","NA","NA",NA,NA,0.236842105263158
"416","S07","03/07/2024","8:58","9:18",21,1,3,"Wednesday","EUST","Sturnus vulgaris","Vocalize","9:15","Silver maple","Acer saccharinum","107","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"417","S07","03/07/2024","8:58","9:18",21,1,3,"Wednesday","EUST","Sturnus vulgaris","Incubate","9:15","Silver maple","Acer saccharinum","107","","Reproduction","Street","NA","NA",NA,NA,0.236842105263158
"418","S07","03/07/2024","8:58","9:18",21,1,3,"Wednesday","EUST","Sturnus vulgaris","Feed young","9:17","Silver maple","Acer saccharinum","83","","Reproduction","Street","NA","NA",NA,NA,0.236842105263158
"419","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","AMRO","Turdus migratorius","Preen","8:51","Silver maple","Acer saccharinum","68","Loud tree cutting machine down the street. HAWO pair, NOCA pair, WBNU pair. CHSW and ROPI.","Grooming","Street","NA","NA",NA,NA,0.236842105263158
"420","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","HAWO","Picoides villosus","Hammer","8:52","Silver maple","Acer saccharinum","62","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"421","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Bill wipe","8:52","Silver maple","Acer saccharinum","70","","Grooming","Street","NA","NA",NA,NA,0.236842105263158
"422","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Vocalize","8:52","Silver maple","Acer saccharinum","70","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"423","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Vocalize","8:52","Silver maple","Acer saccharinum","68","","Territory_defense","Street","NA","NA",NA,NA,0.236842105263158
"424","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Peck","8:54","Silver maple","Acer saccharinum","50","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"425","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","WBNU","Sitta carolinensis","Glean","8:55","Silver maple","Acer saccharinum","68","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"426","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","WBNU","Sitta carolinensis","Glean","8:55","Silver maple","Acer saccharinum","68","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"427","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Peck","8:56","Silver maple","Acer saccharinum","50","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"428","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","HAWO","Picoides villosus","Hammer","8:58","Silver maple","Acer saccharinum","61","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"429","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","8:58","Silver maple","Acer saccharinum","68","*hover glean","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"430","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","WBNU","Sitta carolinensis","Glean","8:59","Silver maple","Acer saccharinum","62","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"437","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Perch","9:01","Silver maple","Acer saccharinum","62","*EUST X5 looking into cavity where HOSP are nesting, bumping HOSP out of the way","Rest","Street","NA","NA",NA,NA,0.236842105263158
"438","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Perch","9:01","Silver maple","Acer saccharinum","62","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"439","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Perch","9:01","Silver maple","Acer saccharinum","62","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"440","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Perch","9:01","Silver maple","Acer saccharinum","62","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"441","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Perch","9:01","Silver maple","Acer saccharinum","62","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"442","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","9:01","Silver maple","Acer saccharinum","62","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"443","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","9:01","Silver maple","Acer saccharinum","62","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"444","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","9:01","Silver maple","Acer saccharinum","62","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"445","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","NOCA","Cardinalis cardinalis","Perch","9:02","Silver maple","Acer saccharinum","62","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"446","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","HOSP","Passer domesticus","Perch","9:02","Silver maple","Acer saccharinum","62","* HOSP X3 females perched around cavity","Rest","Street","NA","NA",NA,NA,0.236842105263158
"447","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","HOSP","Passer domesticus","Perch","9:02","Silver maple","Acer saccharinum","62","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"448","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","HOSP","Passer domesticus","Perch","9:02","Silver maple","Acer saccharinum","62","","Rest","Street","NA","NA",NA,NA,0.236842105263158
"449","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","WBNU","Sitta carolinensis","Glean","9:03","Silver maple","Acer saccharinum","70","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"450","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","WBNU","Sitta carolinensis","Glean","9:04","Silver maple","Acer saccharinum","50","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"451","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Court","9:06","Silver maple","Acer saccharinum","50","*one begged while the other gleaned","Reproduction","Street","NA","NA",NA,NA,0.236842105263158
"452","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Court","9:06","Silver maple","Acer saccharinum","50","*one begged while the other gleaned","Reproduction","Street","NA","NA",NA,NA,0.236842105263158
"453","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Hang","9:06","Silver maple","Acer saccharinum","50","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"454","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","9:07","Silver maple","Acer saccharinum","70","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
"455","S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Hang","9:07","Silver maple","Acer saccharinum","50","","Foraging","Street","NA","NA",NA,NA,0.236842105263158
