"Code","Date","Start.Time","End.Time","Temperature...C.","Cloud.Cover.code","Beaufort.scale","Day.of.Week","Species","Bird.Scientific.Name","Behaviour","Time.of.Observation","Plant.species","Scientific.Name","DBH","Notes","BehaviourType","Type","IsHedge","Basal.density"
"S17","20/06/2024","8:48","9:08",28,1,2,"Thursday","EUST","Sturnus vulgaris","Perch","8:50","Norway maple","Acer platanoides","35","","Rest","Street","NA","NA"
"S17","20/06/2024","8:48","9:08",28,1,2,"Thursday","EUST","Sturnus vulgaris","Gape","8:50","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S17","20/06/2024","8:48","9:08",28,1,2,"Thursday","EUST","Sturnus vulgaris","Gape","8:50","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S17","20/06/2024","8:48","9:08",28,1,2,"Thursday","EUST","Sturnus vulgaris","Gape","8:50","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S17","20/06/2024","8:48","9:08",28,1,2,"Thursday","BCCH","Poecile atricapillus","Glean","8:51","Silver maple","Acer saccharinum","91","","Foraging","Street","NA","NA"
"S17","20/06/2024","8:48","9:08",28,1,2,"Thursday","BCCH","Poecile atricapillus","Glean","8:51","Silver maple","Acer saccharinum","91","","Foraging","Street","NA","NA"
"S17","20/06/2024","8:48","9:08",28,1,2,"Thursday","REVI","Vireo olivaceus","Vocalize","8:52","Silver maple","Acer saccharinum","111","** two trees down from our street survey area","Territory_defense","Street","NA","NA"
"S17","20/06/2024","8:48","9:08",28,1,2,"Thursday","BCCH","Poecile atricapillus","Glean","8:56","Silver maple","Acer saccharinum","91","","Foraging","Street","NA","NA"
"S17","20/06/2024","8:48","9:08",28,1,2,"Thursday","BCCH","Poecile atricapillus","Vocalize","8:56","Silver maple","Acer saccharinum","91","","Territory_defense","Street","NA","NA"
"S17","20/06/2024","8:48","9:08",28,1,2,"Thursday","HOSP","Passer domesticus","Vocalize","8:56","Silver maple","Acer saccharinum","91","","Territory_defense","Street","NA","NA"
"S07","21/06/2024","7:52","8:12",20,3,3,"Friday","EUST","Sturnus vulgaris","Perch","7:55","Silver maple","Acer saccharinum","82","BCCH across the street in backyards. AMRO, NOCA, EUST, BCCH, CHSW heard or seen.","Rest","Street","NA","NA"
"S07","21/06/2024","7:52","8:12",20,3,3,"Friday","AMRO","Turdus migratorius","Perch","7:55","Silver maple","Acer saccharinum","80","","Rest","Street","NA","NA"
"S07","21/06/2024","7:52","8:12",20,3,3,"Friday","EUST","Sturnus vulgaris","Feed young","8:00","Silver maple","Acer saccharinum","109","","Reproduction","Street","NA","NA"
"S07","21/06/2024","7:52","8:12",20,3,3,"Friday","NOCA","Cardinalis cardinalis","Vocalize","8:01","Silver maple","Acer saccharinum","109","","Territory_defense","Street","NA","NA"
"S07","21/06/2024","7:52","8:12",20,3,3,"Friday","EUST","Sturnus vulgaris","Feed young","8:02","Silver maple","Acer saccharinum","109","","Reproduction","Street","NA","NA"
"S07","21/06/2024","7:52","8:12",20,3,3,"Friday","EUST","Sturnus vulgaris","Bill wipe","8:02","Silver maple","Acer saccharinum","80","","Grooming","Street","NA","NA"
"S07","21/06/2024","7:52","8:12",20,3,3,"Friday","EUST","Sturnus vulgaris","Bill wipe","8:02","Silver maple","Acer saccharinum","80","","Grooming","Street","NA","NA"
"S07","21/06/2024","7:52","8:12",20,3,3,"Friday","EUST","Sturnus vulgaris","Hop","8:07","Silver maple","Acer saccharinum","82","","Foraging","Street","NA","NA"
"S07","21/06/2024","7:52","8:12",20,3,3,"Friday","EUST","Sturnus vulgaris","Feed young","8:10","Silver maple","Acer saccharinum","83","","Reproduction","Street","NA","NA"
"S07","21/06/2024","7:52","8:12",20,3,3,"Friday","EUST","Sturnus vulgaris","Feed young","8:12","Silver maple","Acer saccharinum","109","","Reproduction","Street","NA","NA"
"S13","21/06/2024","8:30","8:50",21,3,3,"Friday","COGR","Quiscalus quiscula","Perch","8:47","Norway maple","Acer platanoides","63","AMGO pairing flying. EUST and COGR foraging on lawn on other side of the street--lawns on our side are dead. AMGO, NOCA, REVI, SOSP, BCCH, AMRO, CHSP, COGR, CHSW, EUST seen or heard.","Rest","Street","NA","NA"
"S06","21/06/2024","8:56","9:16",21,4,3,"Friday","HOSP","Passer domesticus","Perch","9:00","English oak","Quercus robur","29","REVIs in large Silver maples in backyard. SOSP, HOSP, NOCA, BCCH, CHSW, REVI, AMRO, CHSP seen or heard.","Rest","Street","NA","NA"
"S06","21/06/2024","8:56","9:16",21,4,3,"Friday","HOSP","Passer domesticus","Peck","9:04","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S06","21/06/2024","8:56","9:16",21,4,3,"Friday","HOSP","Passer domesticus","Peck","9:06","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S06","21/06/2024","8:56","9:16",21,4,3,"Friday","HOSP","Passer domesticus","Peck","9:07","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S06","21/06/2024","8:56","9:16",21,4,3,"Friday","AMRO","Turdus migratorius","Hop","9:07","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S06","21/06/2024","8:56","9:16",21,4,3,"Friday","HOSP","Passer domesticus","Peck","9:07","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Hop","8:11","Ground",NA,NA,"HOSP, CHSW, AMCR seen or heard.","Foraging","Street","NA","NA"
"S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Vocalize","8:12","Common lilac","Syringa vulgaris","20 (2X10)","","Territory_defense","Street","NA","NA"
"S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Perch","8:14","Greenstem forsythia","Forsythia viridissima",NA,"**double check ID on next survey (does not seem correct)","Rest","Street","NA","NA"
"S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Bill wipe","8:14","Greenstem forsythia","Forsythia viridissima",NA,"","Grooming","Street","NA","NA"
"S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Hop","8:14","Greenstem forsythia","Forsythia viridissima",NA,"","Foraging","Street","NA","NA"
"S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Bill wipe","8:15","Common lilac","Syringa vulgaris","20 (2X10)","","Grooming","Street","NA","NA"
"S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Perch","8:15","Common lilac","Syringa vulgaris","20 (2X10)","","Rest","Street","NA","NA"
"S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Glean","8:16","Silver maple","Acer saccharinum","105","","Foraging","Street","NA","NA"
"S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Bill wipe","8:17","Greenstem forsythia","Forsythia viridissima",NA,"","Grooming","Street","NA","NA"
"S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Glean","8:17","Norway maple","Acer platanoides","35","","Foraging","Street","NA","NA"
"S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Glean","8:18","Silver maple","Acer saccharinum","105","","Foraging","Street","NA","NA"
"S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Bill wipe","8:22","Sugar maple","Acer saccharum","4","","Grooming","Street","NA","NA"
"S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Perch","8:23","Sugar maple","Acer saccharum","4","","Rest","Street","NA","NA"
"S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Perch","8:23","Norway maple","Acer platanoides","35","","Rest","Street","NA","NA"
"S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Perch","8:23","Sugar maple","Acer saccharum","4","","Rest","Street","NA","NA"
"S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Hop","8:24","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Hop","8:24","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Perch","8:24","Silver maple","Acer saccharinum","105","","Rest","Street","NA","NA"
"S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Bill wipe","8:25","Sugar maple","Acer saccharum","4","","Grooming","Street","NA","NA"
"S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Perch","8:26","Sugar maple","Acer saccharum","4","","Rest","Street","NA","NA"
"S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Glean","8:26","Silver maple","Acer saccharinum","82","","Foraging","Street","NA","NA"
"S10","25/06/2024","8:09","8:29",18,1,2,"Tuesday","HOSP","Passer domesticus","Perch","8:29","Greenstem forsythia","Forsythia viridissima",NA,"","Rest","Street","NA","NA"
"S11","25/06/2024","8:45","9:05",20,1,2,"Tuesday","BCCH","Poecile atricapillus","Glean","8:54","White elm","Ulmus americana","74","Loud construction. HOSP, CHSP, CHSW, AMCR, EUST, CEDW, COGR, BCCH, ROPI, AMRO seen or heard.","Foraging","Street","NA","NA"
"S11","25/06/2024","8:45","9:05",20,1,2,"Tuesday","BCCH","Poecile atricapillus","Glean","8:54","White elm","Ulmus americana","74","NDG resident on Oxford: Front landcover change from lawn to plants, added ""verdure"" and insect.","Foraging","Street","NA","NA"
"S11","25/06/2024","8:45","9:05",20,1,2,"Tuesday","BCCH","Poecile atricapillus","Glean","9:00","White elm","Ulmus americana","74","","Foraging","Street","NA","NA"
"S11","25/06/2024","8:45","9:05",20,1,2,"Tuesday","BCCH","Poecile atricapillus","Glean","9:00","White elm","Ulmus americana","74","","Foraging","Street","NA","NA"
"S19","26/06/2024","7:19","7:39",21,2,3,"Wednesday ","NOCA","Cardinalis cardinalis","Vocalize","7:27","Norway maple","Acer platanoides","47","BCCH, EUST, SOSP, AMCR, AMRO, NOCA, HOSP, CHSW seen or heard.","Territory_defense","Street","NA","NA"
"S19","26/06/2024","7:19","7:39",21,2,3,"Wednesday ","NOCA","Cardinalis cardinalis","Vocalize","7:29","River birch","Betula nigra","15","","Territory_defense","Street","NA","NA"
"S21","26/06/2024","7:49","8:09",21,3,3,"Wednesday ","BCCH","Poecile atricapillus","Perch","7:56","Norway maple","Acer platanoides","68","REVI heard in backyard (though singing much less than usual). Loud lawn mowing. HOSP, AMRO, CHSW, BCCH, SOSP, CHSP, NOCA, AMCR, MODO, BLJA seen or heard.","Rest","Street","NA","NA"
"S21","26/06/2024","7:49","8:09",21,3,3,"Wednesday ","BCCH","Poecile atricapillus","Vocalize","7:56","Norway maple","Acer platanoides","68","","Territory_defense","Street","NA","NA"
"S21","26/06/2024","7:49","8:09",21,3,3,"Wednesday ","BCCH","Poecile atricapillus","Hop","7:56","Norway maple","Acer platanoides","68","","Foraging","Street","NA","NA"
"S21","26/06/2024","7:49","8:09",21,3,3,"Wednesday ","HOSP","Passer domesticus","Vocalize","8:02","Autumn blaze maple","Acer x freemanii 'Autumn Blaze'","30","","Territory_defense","Street","NA","NA"
"S03","26/06/2024","8:20","8:40",21,3,3,"Wednesday ","HOSP","Passer domesticus","Peck","8:24","Ground",NA,NA,"MERL flyover (8:37). BCCH, HOSP, EUST, SOSP, MODO pair, CHSW, AMRO seen or heard.","Foraging","Street","NA","NA"
"S03","26/06/2024","8:20","8:40",21,3,3,"Wednesday ","EUST","Sturnus vulgaris","Gape","8:29","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S03","26/06/2024","8:20","8:40",21,3,3,"Wednesday ","BCCH","Poecile atricapillus","Vocalize","8:29","Norway maple","Acer platanoides","40","","Territory_defense","Street","NA","NA"
"S03","26/06/2024","8:20","8:40",21,3,3,"Wednesday ","BCCH","Poecile atricapillus","Vocalize","8:29","Norway maple","Acer platanoides","40","","Territory_defense","Street","NA","NA"
"S03","26/06/2024","8:20","8:40",21,3,3,"Wednesday ","HOSP","Passer domesticus","Perch","8:31","Morton elm","Ulmus davidiana","23","","Rest","Street","NA","NA"
"S03","26/06/2024","8:20","8:40",21,3,3,"Wednesday ","MODO","Zenaida macroura","Peck","8:32","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S03","26/06/2024","8:20","8:40",21,3,3,"Wednesday ","BCCH","Poecile atricapillus","Vocalize","8:35","Norway maple","Acer platanoides","76","*alarm call","Territory_defense","Street","NA","NA"
"S03","26/06/2024","8:20","8:40",21,3,3,"Wednesday ","AMRO","Turdus migratorius","Peck","8:37","Ground",NA,NA,"*juvenile","Foraging","Street","NA","NA"
"S03","26/06/2024","8:20","8:40",21,3,3,"Wednesday ","HOSP","Passer domesticus","Peck","8:39","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S03","26/06/2024","8:20","8:40",21,3,3,"Wednesday ","NOCA","Cardinalis cardinalis","Vocalize","8:40","Norway maple","Acer platanoides","40","","Territory_defense","Street","NA","NA"
"S09","27/06/2024","7:41","8:01",15,4,2,"Thursday","HOSP","Passer domesticus","Beg","7:46","Red ash","Fraxinus pennsylvanica","45","","Reproduction","Street","NA","NA"
"S09","27/06/2024","7:41","8:01",15,4,2,"Thursday","HOSP","Passer domesticus","Feed young","7:47","Red ash","Fraxinus pennsylvanica","45","","Reproduction","Street","NA","NA"
"S09","27/06/2024","7:41","8:01",15,4,2,"Thursday","HOSP","Passer domesticus","Perch","7:47","Red ash","Fraxinus pennsylvanica","45","","Rest","Street","NA","NA"
"S15","27/06/2024","8:43","9:03",15,3,2,"Thursday","CHSP","Spizella passerina","Peck","8:47","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S14","28/06/2024","7:21","7:41",14,1,1,"Friday","HOSP","Passer domesticus","Glean","7:25","European linden","Tilia × europaea","50","Very quiet street","Foraging","Street","NA","NA"
"S17","28/06/2024","8:10","8:30",15,1,1,"Friday","BCCH","Poecile atricapillus","Peck","8:16","Silver maple","Acer saccharinum","68","Much livlier street. REVI heard in backyard.","Foraging","Street","NA","NA"
"S17","28/06/2024","8:10","8:30",15,1,1,"Friday","BCCH","Poecile atricapillus","Peck","8:16","Silver maple","Acer saccharinum","68","","Foraging","Street","NA","NA"
"S17","28/06/2024","8:10","8:30",15,1,1,"Friday","EUST","Sturnus vulgaris","Perch","8:16","Silver maple","Acer saccharinum","68","","Rest","Street","NA","NA"
"S17","28/06/2024","8:10","8:30",15,1,1,"Friday","EUST","Sturnus vulgaris","Perch","8:24","Silver maple","Acer saccharinum","61","","Rest","Street","NA","NA"
"S17","28/06/2024","8:10","8:30",15,1,1,"Friday","DOWO","Picoides bubescens","Hammer","8:20","Silver maple","Acer saccharinum","94","","Foraging","Street","NA","NA"
"S17","28/06/2024","8:10","8:30",15,1,1,"Friday","NOCA","Cardinalis cardinalis","Vocalize","8:29","Norway maple","Acer platanoides","35","","Territory_defense","Street","NA","NA"
"S17","28/06/2024","8:10","8:30",15,1,1,"Friday","NOCA","Cardinalis cardinalis","Perch","8:29","Norway maple","Acer platanoides","35","","Rest","Street","NA","NA"
"S04","28/06/2024","9:08","9:28",17,1,1,"Friday","EUST","Sturnus vulgaris","Perch","9:11","Silver maple","Acer saccharinum","84","","Rest","Street","NA","NA"
"S04","28/06/2024","9:08","9:28",17,1,1,"Friday","HOSP","Passer domesticus","Perch","9:18","Silver maple","Acer saccharinum","81","","Rest","Street","NA","NA"
"S04","28/06/2024","9:08","9:28",17,1,1,"Friday","HOSP","Passer domesticus","Perch","9:18","Silver maple","Acer saccharinum","81","","Rest","Street","NA","NA"
"S05","28/06/2024","9:41","10:01",17,1,2,"Friday","HOSP","Passer domesticus","Vocalize","9:58","Norway maple","Acer platanoides","29","Contruction 1 block down the street","Territory_defense","Street","NA","NA"
"S05","28/06/2024","9:41","10:01",17,1,2,"Friday","NOCA","Cardinalis cardinalis","Peck","10:00","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S08","02/07/2024","7:15","7:35",20,1,2,"Tuesday","EUST","Sturnus vulgaris","Perch","7:18","Norway maple","Acer platanoides","81","MERL flyover. BLJA heard.","Rest","Street","NA","NA"
"S08","02/07/2024","7:15","7:35",20,1,2,"Tuesday","EUST","Sturnus vulgaris","Beg","7:18","Norway maple","Acer platanoides","81","","Reproduction","Street","NA","NA"
"S08","02/07/2024","7:15","7:35",20,1,2,"Tuesday","HOSP","Passer domesticus","Vocalize","7:22","Bush honeysuckle","Diervilla lonicera","2","","Territory_defense","Street","NA","NA"
"S08","02/07/2024","7:15","7:35",20,1,2,"Tuesday","EUST","Sturnus vulgaris","Perch","7:35","Norway maple","Acer platanoides","85","","Rest","Street","NA","NA"
"S01","02/07/2024","8:48","9:08",21,1,2,"Tuesday","CHSP","Spizella passerina","Vocalize","8:50","Silver maple","Acer saccharinum","80","REVI in backyard Silver maple singing all survey long. Lots of activity in backyards. HOFI, COGR, MODO, BLJA heard or seen.","Territory_defense","Street","NA","NA"
"S01","02/07/2024","8:48","9:08",21,1,2,"Tuesday","AMCR","Corvus brachyrhynchos","Perch","8:53","Norway maple","Acer platanoides","58","","Rest","Street","NA","NA"
"S01","02/07/2024","8:48","9:08",21,1,2,"Tuesday","BCCH","Poecile atricapillus","Glean","9:00","Silver maple","Acer saccharinum","80","","Foraging","Street","NA","NA"
"S01","02/07/2024","8:48","9:08",21,1,2,"Tuesday","CHSP","Spizella passerina","Ground forage","9:05","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S01","02/07/2024","8:48","9:08",21,1,2,"Tuesday","NOCA","Cardinalis cardinalis","Vocalize","9:08","River birch","Betula nigra","10","","Territory_defense","Street","NA","NA"
"S01","02/07/2024","8:48","9:08",21,1,2,"Tuesday","NOCA","Cardinalis cardinalis","Vocalize","9:08","Silver maple","Acer saccharinum","74","","Territory_defense","Street","NA","NA"
"S16","02/07/2024","9:21","9:41",21,1,2,"Tuesday",NA,"","","","","","","Construction and recycling pick up on street. Many birds further down the street (AMCR, BLJA, CHSP, EUST). Resident said: ""Norway on this street has a lot of breaking branches; the city said they're going to check it out. Lots of crows this year.""","NA","Street","NA","NA"
"S06","03/07/2024","7:09","7:29",19,1,2,"Wednesday","HOSP","Passer domesticus","Perch","7:12","Common buckthorn","Rhamnus cathartica",NA,"BLJA flyover. SOSP and BCCH heard loudly from yards.","Rest","Street","NA","NA"
"S06","03/07/2024","7:09","7:29",19,1,2,"Wednesday","HOSP","Passer domesticus","Hop","7:12","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S06","03/07/2024","7:09","7:29",19,1,2,"Wednesday","WBNU","Sitta carolinensis","Vocalize","7:22","European linden","Tilia × europaea","66","","Territory_defense","Street","NA","NA"
"S06","03/07/2024","7:09","7:29",19,1,2,"Wednesday","AMRO","Turdus migratorius","Perch","7:26","European linden","Tilia × europaea","66","","Rest","Street","NA","NA"
"S06","03/07/2024","7:09","7:29",19,1,2,"Wednesday","AMRO","Turdus migratorius","Perch","7:26","European linden","Tilia × europaea","90","","Rest","Street","NA","NA"
"S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","AMRO","Turdus migratorius","Stand","8:26","Ground",NA,NA,"AMGO and CHSW seen or heard.","Rest","Street","NA","NA"
"S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Perch","8:31","Norway maple","Acer platanoides","56","","Rest","Street","NA","NA"
"S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Feed young","8:33","Norway maple","Acer platanoides","56","","Reproduction","Street","NA","NA"
"S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Beg","8:33","Norway maple","Acer platanoides","56","*juvenile","Reproduction","Street","NA","NA"
"S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Vocalize","8:33","Norway maple","Acer platanoides","56","","Territory_defense","Street","NA","NA"
"S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Copulate","8:37","Norway maple","Acer platanoides","56","","Reproduction","Street","NA","NA"
"S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Copulate","8:37","Norway maple","Acer platanoides","56","","Reproduction","Street","NA","NA"
"S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Vocalize","8:41","Norway maple","Acer platanoides","68","","Territory_defense","Street","NA","NA"
"S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Copulate","8:42","Norway maple","Acer platanoides","56","","Reproduction","Street","NA","NA"
"S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Copulate","8:42","Norway maple","Acer platanoides","56","","Reproduction","Street","NA","NA"
"S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Peck","8:43","Ground",NA,"BA","","Foraging","Street","NA","NA"
"S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Perch","8:44","Norway maple","Acer platanoides","68","","Rest","Street","NA","NA"
"S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Vocalize","8:44","Norway maple","Acer platanoides","56","","Territory_defense","Street","NA","NA"
"S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Vocalize","8:44","Norway maple","Acer platanoides","56","","Territory_defense","Street","NA","NA"
"S13","03/07/2024","8:25","8:45",21,1,3,"Wednesday","CHSP","Spizella passerina","Ground forage","8:45","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S07","03/07/2024","8:58","9:18",21,1,3,"Wednesday","AMRO","Turdus migratorius","Collect nesting material","8:59","Silver maple","Acer saccharinum","78","MERL flyover with loud vocalization. Cat (Sharky) on sidewalk.","Reproduction","Street","NA","NA"
"S07","03/07/2024","8:58","9:18",21,1,3,"Wednesday","EUST","Sturnus vulgaris","Vocalize","9:08","Silver maple","Acer saccharinum","107","","Territory_defense","Street","NA","NA"
"S07","03/07/2024","8:58","9:18",21,1,3,"Wednesday","EUST","Sturnus vulgaris","Perch","9:09","Silver maple","Acer saccharinum","78","","Rest","Street","NA","NA"
"S07","03/07/2024","8:58","9:18",21,1,3,"Wednesday","EUST","Sturnus vulgaris","Perch","9:09","Silver maple","Acer saccharinum","85","","Rest","Street","NA","NA"
"S07","03/07/2024","8:58","9:18",21,1,3,"Wednesday","EUST","Sturnus vulgaris","Feed young","9:15","Silver maple","Acer saccharinum","107","","Reproduction","Street","NA","NA"
"S07","03/07/2024","8:58","9:18",21,1,3,"Wednesday","EUST","Sturnus vulgaris","Vocalize","9:15","Silver maple","Acer saccharinum","107","","Territory_defense","Street","NA","NA"
"S07","03/07/2024","8:58","9:18",21,1,3,"Wednesday","EUST","Sturnus vulgaris","Incubate","9:15","Silver maple","Acer saccharinum","107","","Reproduction","Street","NA","NA"
"S07","03/07/2024","8:58","9:18",21,1,3,"Wednesday","EUST","Sturnus vulgaris","Feed young","9:17","Silver maple","Acer saccharinum","83","","Reproduction","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","AMRO","Turdus migratorius","Preen","8:51","Silver maple","Acer saccharinum","68","Loud tree cutting machine down the street. HAWO pair, NOCA pair, WBNU pair. CHSW and ROPI.","Grooming","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","HAWO","Picoides villosus","Hammer","8:52","Silver maple","Acer saccharinum","62","","Foraging","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Bill wipe","8:52","Silver maple","Acer saccharinum","70","","Grooming","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Vocalize","8:52","Silver maple","Acer saccharinum","70","","Territory_defense","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Vocalize","8:52","Silver maple","Acer saccharinum","68","","Territory_defense","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Peck","8:54","Silver maple","Acer saccharinum","50","","Foraging","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","WBNU","Sitta carolinensis","Glean","8:55","Silver maple","Acer saccharinum","68","","Foraging","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","WBNU","Sitta carolinensis","Glean","8:55","Silver maple","Acer saccharinum","68","","Foraging","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Peck","8:56","Silver maple","Acer saccharinum","50","","Foraging","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","HAWO","Picoides villosus","Hammer","8:58","Silver maple","Acer saccharinum","61","","Foraging","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","8:58","Silver maple","Acer saccharinum","68","*hover glean","Foraging","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","WBNU","Sitta carolinensis","Glean","8:59","Silver maple","Acer saccharinum","62","","Foraging","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Gape","8:59","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Gape","8:59","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Gape","8:59","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Gape","8:59","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Gape","8:59","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","CHSP","Spizella passerina","Peck","9:00","Ground",NA,NA,"","Foraging","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Perch","9:01","Silver maple","Acer saccharinum","62","*EUST X5 looking into cavity where HOSP are nesting, bumping HOSP out of the way","Rest","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Perch","9:01","Silver maple","Acer saccharinum","62","","Rest","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Perch","9:01","Silver maple","Acer saccharinum","62","","Rest","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Perch","9:01","Silver maple","Acer saccharinum","62","","Rest","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","EUST","Sturnus vulgaris","Perch","9:01","Silver maple","Acer saccharinum","62","","Rest","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","9:01","Silver maple","Acer saccharinum","62","","Foraging","Street","NA","NA"
"S12","04/07/2024","8:49","9:09",23,4,3,"Thursday","BCCH","Poecile atricapillus","Glean","9:01","Silver maple","Acer saccharinum","62","","Foraging","Street","NA","NA"
