Species2,Family2,Order2,Avibase_id,Inferred,MainDiet,MainNiche,Pa,Pt,Ne,Se,Fr,In,Ap,Vt,Ca,PAG,PAS,PAD,PEL,PGR,NAE,NGL,SEL,SGR,FAE,FGL,FGR,IAE,ISA,ISS,ISG,IVS,IGE,IGG,APA,APL,APP,APG,APS,APD,VAE,VAS,VPE,VGE,VGG,CAQ,CGR
Cisticola restrictus,Cisticolidae,Passeriformes,AVIBASE-2E0E6C82,1,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0
Cisticola robustus,Cisticolidae,Passeriformes,AVIBASE-D3B1A98B,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Cisticola ruficeps,Cisticolidae,Passeriformes,AVIBASE-8338F12F,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Cisticola rufilatus,Cisticolidae,Passeriformes,AVIBASE-F7D5C201,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Cisticola rufus,Cisticolidae,Passeriformes,AVIBASE-81851E47,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0
Cisticola subruficapilla,Cisticolidae,Passeriformes,AVIBASE-B7C5BC8D,0,In,Generalist,0,0,0,10,10,80,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0
Cisticola textrix,Cisticolidae,Passeriformes,AVIBASE-F9FA8D6B,0,In,IGG,0,0,0,20,0,80,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0
Cisticola tinniens,Cisticolidae,Passeriformes,AVIBASE-F936B680,0,In,IGE,0,10,0,10,10,70,0,0,0,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cisticola troglodytes,Cisticolidae,Passeriformes,AVIBASE-844A290B,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0
Cisticola woosnami,Cisticolidae,Passeriformes,AVIBASE-5BD1E605,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Drymocichla incana,Cisticolidae,Passeriformes,AVIBASE-E1936846,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eminia lepida,Cisticolidae,Passeriformes,AVIBASE-31E5F1E9,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eremomela atricollis,Cisticolidae,Passeriformes,AVIBASE-A6275491,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eremomela badiceps,Cisticolidae,Passeriformes,AVIBASE-17767237,0,In,IGE,0,0,0,10,10,80,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eremomela canescens,Cisticolidae,Passeriformes,AVIBASE-75932535,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eremomela flavicrissalis,Cisticolidae,Passeriformes,AVIBASE-D46EE5F8,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eremomela gregalis,Cisticolidae,Passeriformes,AVIBASE-728CFC23,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Eremomela icteropygialis,Cisticolidae,Passeriformes,AVIBASE-9E034D83,2,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Eremomela pusilla,Cisticolidae,Passeriformes,AVIBASE-330BEC7E,0,In,IGE,0,0,0,0,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eremomela salvadorii,Cisticolidae,Passeriformes,AVIBASE-77FE6CF2,2,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Eremomela scotops,Cisticolidae,Passeriformes,AVIBASE-0394BA0B,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eremomela turneri,Cisticolidae,Passeriformes,AVIBASE-7D340BF9,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eremomela usticollis,Cisticolidae,Passeriformes,AVIBASE-35C0145B,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Euryptila subcinnamomea,Cisticolidae,Passeriformes,AVIBASE-216F11D6,0,In,IGG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
Hypergerus atriceps,Cisticolidae,Passeriformes,AVIBASE-31557605,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Incana incana,Cisticolidae,Passeriformes,AVIBASE-ACD5DE47,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Malcorus pectoralis,Cisticolidae,Passeriformes,AVIBASE-A1CA4EB2,0,In,Generalist,0,0,0,10,20,70,0,0,0,0,0,0,0,0,0,0,10,0,0,20,0,0,0,0,0,0,21,49,0,0,0,0,0,0,0,0,0,0,0,0,0
Micromacronus leytensis,Cisticolidae,Passeriformes,AVIBASE-E823AB2F,0,In,IGE,0,0,0,0,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micromacronus sordidus,Cisticolidae,Passeriformes,AVIBASE-6E07BDBD,0,In,IGE,0,0,0,0,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neomixis striatigula,Cisticolidae,Passeriformes,AVIBASE-6FD7A5BC,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neomixis tenella,Cisticolidae,Passeriformes,AVIBASE-62D4A4C8,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Neomixis viridis,Cisticolidae,Passeriformes,AVIBASE-CF4FB76D,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oreolais pulcher,Cisticolidae,Passeriformes,AVIBASE-91FD087B,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oreolais ruwenzorii,Cisticolidae,Passeriformes,AVIBASE-4016F61E,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oreophilais robertsi,Cisticolidae,Passeriformes,AVIBASE-0B870352,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orthotomus atrogularis,Cisticolidae,Passeriformes,AVIBASE-69618EFB,2,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orthotomus castaneiceps,Cisticolidae,Passeriformes,AVIBASE-DADD146F,2,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orthotomus chaktomuk,Cisticolidae,Passeriformes,AVIBASE-95A9CD5E,2,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orthotomus chloronotus,Cisticolidae,Passeriformes,AVIBASE-8E1757E6,2,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orthotomus cinereiceps,Cisticolidae,Passeriformes,AVIBASE-F3513134,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orthotomus derbianus,Cisticolidae,Passeriformes,AVIBASE-CF23E48F,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orthotomus frontalis,Cisticolidae,Passeriformes,AVIBASE-06F95A32,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orthotomus nigriceps,Cisticolidae,Passeriformes,AVIBASE-DD80D268,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orthotomus ruficeps,Cisticolidae,Passeriformes,AVIBASE-6C405431,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orthotomus samarensis,Cisticolidae,Passeriformes,AVIBASE-E669B7A2,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orthotomus sepium,Cisticolidae,Passeriformes,AVIBASE-57FE408F,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orthotomus sericeus,Cisticolidae,Passeriformes,AVIBASE-D127FAAF,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Orthotomus sutorius,Cisticolidae,Passeriformes,AVIBASE-AF5B727B,0,In,IGE,0,0,10,0,0,90,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,81,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Phragmacia substriata,Cisticolidae,Passeriformes,AVIBASE-23670191,0,In,IGE,0,0,0,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,72,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Phyllolais pulchella,Cisticolidae,Passeriformes,AVIBASE-DFC5A27D,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poliolais lopezi,Cisticolidae,Passeriformes,AVIBASE-D083C7B8,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prinia atrogularis,Cisticolidae,Passeriformes,AVIBASE-15340C37,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prinia bairdii,Cisticolidae,Passeriformes,AVIBASE-C54D2FEE,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prinia buchanani,Cisticolidae,Passeriformes,AVIBASE-AC892456,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prinia cinereocapilla,Cisticolidae,Passeriformes,AVIBASE-4FF9ECC8,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prinia cooki,Cisticolidae,Passeriformes,AVIBASE-DCC58CA1,2,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Prinia crinigera,Cisticolidae,Passeriformes,AVIBASE-FD81168B,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Prinia erythroptera,Cisticolidae,Passeriformes,AVIBASE-C67FD539,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prinia familiaris,Cisticolidae,Passeriformes,AVIBASE-49F183EA,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Prinia flavicans,Cisticolidae,Passeriformes,AVIBASE-10988568,0,In,IGE,0,0,20,0,0,80,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,8,0,0,0,64,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Prinia flaviventris,Cisticolidae,Passeriformes,AVIBASE-3673189E,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prinia fluviatilis,Cisticolidae,Passeriformes,AVIBASE-1CB41EB5,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prinia gracilis,Cisticolidae,Passeriformes,AVIBASE-F8885790,2,In,Generalist,0,10,0,0,0,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,9,0,0,45,27,0,0,0,0,0,0,0,0,0,0,0,0,0
Prinia hodgsonii,Cisticolidae,Passeriformes,AVIBASE-C29B19D7,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prinia hypoxantha,Cisticolidae,Passeriformes,AVIBASE-36261312,0,In,IGE,0,0,20,0,0,80,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,8,0,0,0,64,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Prinia inornata,Cisticolidae,Passeriformes,AVIBASE-465145E5,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Prinia lepida,Cisticolidae,Passeriformes,AVIBASE-912E8922,2,In,Generalist,0,10,0,0,0,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,9,0,0,45,27,0,0,0,0,0,0,0,0,0,0,0,0,0
Prinia maculosa,Cisticolidae,Passeriformes,AVIBASE-4CDA27A3,0,In,IGE,0,0,10,0,0,90,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,9,0,0,0,72,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Prinia molleri,Cisticolidae,Passeriformes,AVIBASE-843FF082,0,In,IGE,0,20,0,0,0,80,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,72,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Prinia polychroa,Cisticolidae,Passeriformes,AVIBASE-E6FA239A,2,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Prinia rocki,Cisticolidae,Passeriformes,AVIBASE-52F282F8,2,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Prinia rufescens,Cisticolidae,Passeriformes,AVIBASE-892900C9,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prinia rufifrons,Cisticolidae,Passeriformes,AVIBASE-D8177CEC,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Prinia socialis,Cisticolidae,Passeriformes,AVIBASE-0E6F19BB,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prinia somalica,Cisticolidae,Passeriformes,AVIBASE-319F6754,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prinia striata,Cisticolidae,Passeriformes,AVIBASE-76B7FC0A,2,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Prinia subflava,Cisticolidae,Passeriformes,AVIBASE-63F72CA7,0,In,Generalist,0,0,10,0,0,90,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,18,9,0,0,27,36,0,0,0,0,0,0,0,0,0,0,0,0,0
Prinia superciliaris,Cisticolidae,Passeriformes,AVIBASE-9F434A62,2,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prinia sylvatica,Cisticolidae,Passeriformes,AVIBASE-7939B436,0,In,Generalist,0,10,0,0,0,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,54,36,0,0,0,0,0,0,0,0,0,0,0,0,0
Scepomycter winifredae,Cisticolidae,Passeriformes,AVIBASE-31FB812A,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Schistolais leontica,Cisticolidae,Passeriformes,AVIBASE-45411DD0,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schistolais leucopogon,Cisticolidae,Passeriformes,AVIBASE-95B6C7C5,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spiloptila clamans,Cisticolidae,Passeriformes,AVIBASE-2A88D0BC,0,In,IGE,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Urolais epichlorus,Cisticolidae,Passeriformes,AVIBASE-9180EEB6,0,In,IGE,0,0,0,20,0,80,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Climacteris affinis,Climacteridae,Passeriformes,AVIBASE-76842795,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Climacteris erythrops,Climacteridae,Passeriformes,AVIBASE-DC00AA16,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Climacteris melanurus,Climacteridae,Passeriformes,AVIBASE-49F0A05B,0,In,IVS,0,0,10,0,0,90,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,72,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Climacteris picumnus,Climacteridae,Passeriformes,AVIBASE-B3CBAA5C,0,In,Generalist,0,0,10,0,0,90,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,9,0,0,45,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
Climacteris rufus,Climacteridae,Passeriformes,AVIBASE-F0A4903D,0,In,Generalist,0,0,10,10,0,80,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,48,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0
Cormobates leucophaea,Climacteridae,Passeriformes,AVIBASE-F91FF9AA,0,In,IVS,0,0,10,0,0,90,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,63,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Cormobates placens,Climacteridae,Passeriformes,AVIBASE-9686AA8F,0,In,IVS,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cnemophilus loriae,Cnemophilidae,Passeriformes,AVIBASE-C7F446FC,0,Fr,FGL,0,0,0,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Cnemophilus macgregorii,Cnemophilidae,Passeriformes,AVIBASE-C6373A0B,0,Fr,FGL,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loboparadisea sericea,Cnemophilidae,Passeriformes,AVIBASE-1ED4FB4F,0,Fr,FGL,0,0,0,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conopophaga ardesiaca,Conopophagidae,Passeriformes,AVIBASE-3D046D26,0,In,ISG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conopophaga aurita,Conopophagidae,Passeriformes,AVIBASE-2EBD6D07,0,In,ISG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conopophaga castaneiceps,Conopophagidae,Passeriformes,AVIBASE-E0994940,0,In,ISG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conopophaga cearae,Conopophagidae,Passeriformes,AVIBASE-E669DB94,0,In,ISG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conopophaga lineata,Conopophagidae,Passeriformes,AVIBASE-2D997B49,0,In,ISG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conopophaga melanogaster,Conopophagidae,Passeriformes,AVIBASE-C0F59C9F,0,In,ISG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conopophaga melanops,Conopophagidae,Passeriformes,AVIBASE-EA9CEB99,0,In,ISG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conopophaga peruviana,Conopophagidae,Passeriformes,AVIBASE-82B0FF93,0,In,ISG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conopophaga roberti,Conopophagidae,Passeriformes,AVIBASE-1BC6D0DF,0,In,ISG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittasoma michleri,Conopophagidae,Passeriformes,AVIBASE-DC49C290,0,In,ISG,0,0,0,0,0,90,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,27,0,0,0,0,0,0,0,0,0,10,0,0,0,0
Pittasoma rufopileatum,Conopophagidae,Passeriformes,AVIBASE-98B2F147,0,In,ISG,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corcorax melanorhamphos,Corcoracidae,Passeriformes,AVIBASE-D7FD3046,0,Omnivore,Generalist,0,0,0,40,0,50,0,10,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,10,0,0
Struthidea cinerea,Corcoracidae,Passeriformes,AVIBASE-5811EC08,0,Omnivore,Generalist,0,0,0,40,0,50,0,10,0,0,0,0,0,0,0,0,4,36,0,0,0,0,0,0,0,0,5,45,0,0,0,0,0,0,0,0,0,1,9,0,0
